phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002700314641230722,-0.002037117351984403,-0.002696862451513261
-2,-0.02340628769495274,-0.0224490116286552,-0.02094170364994419,-0.0222243537041355
-3,-0.06477056956628323,-0.06573826342662849,-0.06333339791782359,-0.06349423542018146
-4,-0.1069978687145439,-0.1067293661388181,-0.1025324149083589,-0.09932871595364767
-5,-0.1375463225152408,-0.1357743372415004,-0.1190684518165829,-0.1210552215946344
-6,-0.1535713093831789,-0.154352724267995,-0.131373497521937,-0.1322784297737346
-7,-0.1621867293734878,-0.1655846018432323,-0.139417062760819,-0.1379127391900512
-8,-0.1696244956881482,-0.1721204160578625,-0.1403411774956293,-0.1411420872671315
-9,-0.1777534819190489,-0.1758607453294255,-0.143362447225946,-0.1434506934744025
-10,-0.1814173452222933,-0.178032532836494,-0.1456811764319968,-0.1454043918181652
