sample_idx,k0_1,k0_2,alpha_1,alpha_2,nn_ensemble_cd_nrmse,nn_ensemble_pc_nrmse,rbf_baseline_cd_nrmse,rbf_baseline_pc_nrmse,pod_rbf_log_cd_nrmse,pod_rbf_log_pc_nrmse,pod_rbf_nolog_cd_nrmse,pod_rbf_nolog_pc_nrmse,gp_fixed_cd_nrmse,gp_fixed_pc_nrmse,pce_cd_nrmse,pce_pc_nrmse
2230,0.001973340567612397,6.918092089102594e-05,0.4140455037702807,0.2594041559010291,0.005342210495797605,0.009230159031837217,0.010508918467320544,0.008093767821648628,0.004485973113174577,0.01065972952879502,0.004630300763802943,0.010335117060881126,0.003931658254585513,0.006007729979008463,0.027138442464597238,0.12600369967396288
3450,5.608092688423673e-06,1.2390865959137268e-07,0.40776115774540933,0.15910780639122613,0.09451147324064278,0.10648502871290304,0.16033623671864788,0.1657199898051904,0.10438650680075287,0.12128580387886069,0.10494566227734306,0.12406575640487091,0.09971753940837028,0.13113708448184086,0.10495177487075494,0.13935298467448043
643,0.1479388941646073,0.0014357339961496474,0.13861393471251934,0.1138929425969522,0.01167708065937382,0.01214225927220852,0.023095137702791584,0.03037032535566204,0.01976458634256447,0.03717805978440849,0.019120009118848893,0.03980461227259751,0.01435997574413054,0.0360506704223862,0.030359166788743563,0.07826821536566199
492,1.944755697911411e-06,0.011160788305978225,0.8336655310904869,0.8627387208515666,0.028875764119240827,0.16560976109157283,0.04162985533258484,0.21923487353588514,0.017756970217987226,0.38888665949018675,0.01775746053004439,0.4475827517146505,0.011373655715958495,0.33188605626125367,0.07496323505791502,2.2240165322694128
2198,0.014281489236975912,0.0001074302724265772,0.3455816767926517,0.3359977333237705,0.004570889703103899,0.012256396721518943,0.0034795428373390687,0.00820341814944657,0.004756145042363912,0.027521531085494766,0.0048492162799666704,0.027602463067106377,0.0029328157520853125,0.012763790941383869,0.014721364230373799,0.15590750461965364
2369,0.014514818285931645,2.0159522647064663e-05,0.6261121326820742,0.4863150401124841,0.006914527467923336,0.008913203154773773,0.0004326471803032388,0.00047317833942322183,0.01127723303507807,0.016877590036612503,0.010923595557444378,0.0163504758813726,0.003929608472097579,0.015482325435335585,0.0235054336542357,0.04533485759902668
530,0.00032815832274172906,7.999904419652035e-05,0.8741041692399921,0.835287356674938,0.006681652975925047,0.016571972696266472,0.007865551975538813,0.0020666131797213833,0.008451231812156828,0.03509585425492369,0.0083288487275689,0.03415697106876021,0.012675076692032583,0.03446305809879978,0.031096916974197544,0.11836051666533277
2675,0.008422503699271423,0.00021919942414206503,0.6104736896924923,0.32742331590642004,0.003942925662660408,0.007341881020660702,0.012352846124788259,0.011274413887113643,0.0026315064547681815,0.0031367148734800813,0.0024007288150684238,0.0032041144468254825,0.0035070896365739157,0.002213203729578309,0.03694236562897028,0.05339604128538468
1428,0.0025934642435110084,1.897080180031967e-05,0.5406049308794865,0.6877671152597532,0.006919187209670747,0.016326779452478683,0.0021798323422808365,0.003304906395565644,0.004230183471132561,0.031217003721442038,0.005240622333362017,0.031913046060107364,0.0007637712230083844,0.022368954050053968,0.03447350635861937,0.19283084224054042
1276,8.163572021170877e-05,0.002802808432089748,0.2416098801365565,0.3837651587579124,0.0120429803503575,0.2052825167535547,0.013257100083729646,0.1530589561767428,0.006902897327282059,0.15369865556824028,0.007654520859029367,0.1786758313823577,0.00982803778420805,0.12193026110361259,0.01682351604331102,0.848323964771275
