phi_applied,flux_noisy
19.46087240512878,9.631885490797028e-06
15.56869792410303,0.000172753812404619
11.67652344307727,0.0009656324437362705
9.730436202564391,-4.642964098589572e-12
7.784348962051514,-1.287439068419945e-11
5.838261721538634,-7.421212671600526e-11
3.892174481025757,-7.780564895358e-10
0,-9.688248755682813e-08
-3.892174481025757,-1.247491820140093e-05
