evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,steric_a_0,steric_a_1,steric_a_2,steric_a_3,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
1,0,1000000000.0000309,0.0010207034777188785,2,0,0.0012631578947368421,5.2631578947368424e-05,0.627,0.5,0.1,0.1,0.1,0.1,0.00036078200806920516,-7.684559129243448e-05,0.000951673200308851,9.209071277337791e-06,0.0012631578947368421,5.2631578947368424e-05
2,0,1000000000.00003,0.0009696843519178393,2,0,0.0012631578947368421,5.2631578947368424e-05,0.627,0.5,0.0996392179919308,0.10007684559129244,0.09904832679969115,0.09999079092872266,0.00031481298805551645,-4.2506798408867736e-05,0.0009161714111692259,1.9084944575745714e-06,0.0012631578947368421,5.2631578947368424e-05
