epoch,train_loss,val_loss,val_cd_rmse,val_pc_rmse,lr,elapsed_s
1,1.11391366e+00,9.75571096e-01,2.93022603e-02,6.74544104e-02,9.999901e-04,0.0
2,9.50764358e-01,8.82348657e-01,2.81476921e-02,6.51444006e-02,9.999606e-04,0.1
3,8.62511575e-01,8.13185692e-01,2.72607477e-02,6.30689184e-02,9.999113e-04,0.1
4,7.95726240e-01,7.57461250e-01,2.65821951e-02,6.09341162e-02,9.998423e-04,0.2
5,7.41424620e-01,7.11369693e-01,2.60971259e-02,5.89077357e-02,9.997535e-04,0.2
6,6.95808768e-01,6.72388136e-01,2.57970326e-02,5.70823290e-02,9.996451e-04,0.2
7,6.56579256e-01,6.37734234e-01,2.55917974e-02,5.54113496e-02,9.995170e-04,0.3
8,6.21703565e-01,6.05953574e-01,2.53800768e-02,5.38684080e-02,9.993691e-04,0.3
9,5.89778662e-01,5.76657295e-01,2.51034326e-02,5.24495682e-02,9.992016e-04,0.3
10,5.60365796e-01,5.49601495e-01,2.47512671e-02,5.11380075e-02,9.990144e-04,0.4
11,5.33360720e-01,5.24768531e-01,2.43373907e-02,4.99252523e-02,9.988074e-04,0.4
12,5.08611858e-01,5.01653254e-01,2.38823918e-02,4.87670125e-02,9.985809e-04,0.5
13,4.85469550e-01,4.79814470e-01,2.34130132e-02,4.76148686e-02,9.983346e-04,0.5
14,4.63584185e-01,4.58956629e-01,2.29503486e-02,4.64577370e-02,9.980687e-04,0.5
15,4.42739844e-01,4.39055085e-01,2.25125416e-02,4.53445023e-02,9.977832e-04,0.6
16,4.22962993e-01,4.19904947e-01,2.21203273e-02,4.42876047e-02,9.974780e-04,0.6
17,4.04112339e-01,4.01447982e-01,2.17784075e-02,4.32708927e-02,9.971532e-04,0.6
18,3.86094123e-01,3.83829832e-01,2.14652529e-02,4.22921594e-02,9.968088e-04,0.7
19,3.68936688e-01,3.67040634e-01,2.11626155e-02,4.13232056e-02,9.964449e-04,0.7
20,3.52521151e-01,3.50981832e-01,2.08668588e-02,4.03573879e-02,9.960613e-04,0.7
21,3.36825728e-01,3.35676312e-01,2.05774413e-02,3.94369034e-02,9.956582e-04,0.8
22,3.21963102e-01,3.20973754e-01,2.02887562e-02,3.85804240e-02,9.952355e-04,0.8
23,3.07661921e-01,3.06898028e-01,2.00024461e-02,3.77644696e-02,9.947933e-04,0.9
24,2.93946475e-01,2.93594807e-01,1.97131732e-02,3.69593750e-02,9.943315e-04,0.9
25,2.81030297e-01,2.81042606e-01,1.94114382e-02,3.61308225e-02,9.938503e-04,0.9
26,2.68782258e-01,2.69212991e-01,1.91053368e-02,3.52777205e-02,9.933496e-04,1.0
27,2.57105708e-01,2.58100778e-01,1.88093045e-02,3.44464259e-02,9.928295e-04,1.0
28,2.46100292e-01,2.47579694e-01,1.85260135e-02,3.36474018e-02,9.922899e-04,1.0
29,2.35736266e-01,2.37443909e-01,1.82576264e-02,3.28440005e-02,9.917309e-04,1.1
30,2.25859776e-01,2.27798462e-01,1.80106404e-02,3.20510734e-02,9.911525e-04,1.1
31,2.16551244e-01,2.18781248e-01,1.77717721e-02,3.12995994e-02,9.905547e-04,1.2
32,2.07839936e-01,2.10223004e-01,1.75308460e-02,3.06218930e-02,9.899376e-04,1.2
33,1.99609667e-01,2.02116996e-01,1.73175415e-02,2.99858304e-02,9.893012e-04,1.2
34,1.91836536e-01,1.94402933e-01,1.71470570e-02,2.93510697e-02,9.886454e-04,1.3
35,1.84440568e-01,1.87048689e-01,1.69859572e-02,2.87638437e-02,9.879704e-04,1.3
36,1.77505150e-01,1.80161268e-01,1.68177083e-02,2.82278638e-02,9.872762e-04,1.4
37,1.70974910e-01,1.73675328e-01,1.66400461e-02,2.77294096e-02,9.865627e-04,1.4
38,1.64887413e-01,1.68131232e-01,1.65135326e-02,2.72456767e-02,9.858301e-04,1.4
39,1.59492612e-01,1.63418427e-01,1.63478418e-02,2.68811256e-02,9.850782e-04,1.5
40,1.55301467e-01,1.59599096e-01,1.63135827e-02,2.65426821e-02,9.843073e-04,1.5
41,1.51323155e-01,1.52871758e-01,1.60820109e-02,2.59919184e-02,9.835172e-04,1.5
42,1.45395964e-01,1.46472186e-01,1.59952677e-02,2.54103772e-02,9.827081e-04,1.6
