epoch,train_loss,val_loss,val_cd_rmse,val_pc_rmse,lr,elapsed_s
1,1.12838984e+00,9.27492023e-01,2.70694119e-02,6.49755737e-02,9.999901e-04,0.0
2,9.69880402e-01,8.40542257e-01,2.60993981e-02,6.18694570e-02,9.999606e-04,0.0
3,8.82670343e-01,7.69394994e-01,2.50093491e-02,5.90326849e-02,9.999113e-04,0.0
4,8.11369598e-01,7.13935673e-01,2.43321601e-02,5.69626952e-02,9.998423e-04,0.1
5,7.55448937e-01,6.67779565e-01,2.39869374e-02,5.52708450e-02,9.997535e-04,0.1
6,7.08635569e-01,6.29669666e-01,2.36844193e-02,5.39879717e-02,9.996451e-04,0.1
7,6.69907808e-01,5.97014070e-01,2.33770452e-02,5.29191666e-02,9.995170e-04,0.1
8,6.36742294e-01,5.66049755e-01,2.31196071e-02,5.17499430e-02,9.993691e-04,0.1
9,6.05621159e-01,5.37808180e-01,2.29433507e-02,5.04941992e-02,9.992016e-04,0.1
10,5.77019453e-01,5.12545764e-01,2.28260751e-02,4.92038453e-02,9.990144e-04,0.1
11,5.51298440e-01,4.88103360e-01,2.26961660e-02,4.78287075e-02,9.988074e-04,0.1
12,5.26685894e-01,4.64661777e-01,2.25007315e-02,4.64244759e-02,9.985809e-04,0.2
13,5.03181279e-01,4.43992168e-01,2.22291059e-02,4.51380870e-02,9.983346e-04,0.2
14,4.82293963e-01,4.24894363e-01,2.18970791e-02,4.39473073e-02,9.980687e-04,0.2
15,4.63003725e-01,4.05823708e-01,2.15506461e-02,4.27895095e-02,9.977832e-04,0.2
16,4.44008678e-01,3.87388319e-01,2.12297325e-02,4.17221675e-02,9.974780e-04,0.2
17,4.25662547e-01,3.69816869e-01,2.09348985e-02,4.07578743e-02,9.971532e-04,0.2
18,4.07897592e-01,3.52964640e-01,2.06496415e-02,3.98745917e-02,9.968088e-04,0.2
19,3.90697032e-01,3.37246597e-01,2.03365703e-02,3.91306050e-02,9.964449e-04,0.2
20,3.74572098e-01,3.22285116e-01,1.99765070e-02,3.84978418e-02,9.960613e-04,0.3
21,3.59047055e-01,3.08066070e-01,1.96353144e-02,3.78454298e-02,9.956582e-04,0.3
22,3.44204396e-01,2.94402838e-01,1.93517912e-02,3.70280169e-02,9.952355e-04,0.3
23,3.30036223e-01,2.81193048e-01,1.91183078e-02,3.60110525e-02,9.947933e-04,0.3
24,3.16353470e-01,2.69085348e-01,1.89190428e-02,3.49585971e-02,9.943315e-04,0.3
25,3.03718895e-01,2.57132471e-01,1.86840242e-02,3.40144193e-02,9.938503e-04,0.3
26,2.91256696e-01,2.45811597e-01,1.84229363e-02,3.32484866e-02,9.933496e-04,0.3
27,2.79452741e-01,2.35330433e-01,1.81797144e-02,3.25525050e-02,9.928295e-04,0.3
28,2.68580586e-01,2.25289762e-01,1.79607220e-02,3.18233248e-02,9.922899e-04,0.4
29,2.58139521e-01,2.15986267e-01,1.77382191e-02,3.11456800e-02,9.917309e-04,0.4
30,2.48244047e-01,2.06800684e-01,1.74460512e-02,3.05552368e-02,9.911525e-04,0.4
31,2.38536432e-01,1.98271200e-01,1.71550158e-02,3.00030930e-02,9.905547e-04,0.4
32,2.29587659e-01,1.90232068e-01,1.69146564e-02,2.93864605e-02,9.899376e-04,0.4
33,2.21026048e-01,1.82763457e-01,1.67193255e-02,2.87723392e-02,9.893012e-04,0.4
34,2.13026270e-01,1.75443202e-01,1.64853369e-02,2.82608455e-02,9.886454e-04,0.4
35,2.05295190e-01,1.68504149e-01,1.62289181e-02,2.77494416e-02,9.879704e-04,0.5
36,1.97962403e-01,1.62057266e-01,1.60095365e-02,2.71512419e-02,9.872762e-04,0.5
37,1.90990433e-01,1.56098858e-01,1.58062863e-02,2.65823741e-02,9.865627e-04,0.5
38,1.84413359e-01,1.50373250e-01,1.55602488e-02,2.61284673e-02,9.858301e-04,0.5
39,1.78136513e-01,1.44859895e-01,1.53184409e-02,2.56829799e-02,9.850782e-04,0.5
40,1.72128052e-01,1.39796481e-01,1.51239576e-02,2.52310475e-02,9.843073e-04,0.5
41,1.66543826e-01,1.34798646e-01,1.49246704e-02,2.48295821e-02,9.835172e-04,0.5
42,1.61042035e-01,1.29977122e-01,1.47320486e-02,2.44282216e-02,9.827081e-04,0.5
43,1.55830577e-01,1.25540510e-01,1.45787088e-02,2.40260771e-02,9.818800e-04,0.6
44,1.50964767e-01,1.21286355e-01,1.44207301e-02,2.36501169e-02,9.810328e-04,0.6
45,1.46252155e-01,1.17297560e-01,1.42474155e-02,2.32952226e-02,9.801667e-04,0.6
46,1.41800299e-01,1.13549195e-01,1.40829920e-02,2.29181768e-02,9.792816e-04,0.6
47,1.37581363e-01,1.09870665e-01,1.39037985e-02,2.25709750e-02,9.783777e-04,0.6
48,1.33489698e-01,1.06416963e-01,1.37453837e-02,2.22242193e-02,9.774548e-04,0.6
49,1.29644230e-01,1.03100389e-01,1.36028513e-02,2.18861714e-02,9.765132e-04,0.6
50,1.25943571e-01,9.99618247e-02,1.34622076e-02,2.15964984e-02,9.755527e-04,0.7
51,1.22369513e-01,9.70233753e-02,1.33526708e-02,2.13088506e-02,9.745735e-04,0.7
