evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,grad_0,effective_k0_0,k0_1,grad_1,effective_k0_1
1,0,0.07318123370604364,0.08961375303711767,0,0,0.01,2.153280608269074,0.01,0.001,32.41925386610219,0.001
2,0,0.06535507224819061,0.08502370748989158,0,0,0.008921109739495349,2.2886880840465196,0.008921109739495349,0.0008420772014030209,36.53686717521661,0.0008420772014030209
3,1,0.0016555913530664258,0.0057274845451295,0,0,0.001103321968056239,-0.535019821179403,0.001103321968056239,3.4307606204160995e-05,-70.4321002914142,3.4307606204160995e-05
4,2,0.001243579583346846,0.00221326450482163,0,0,0.0011710590965915279,0.1104088569665494,0.0011710590965915279,4.328832706996995e-05,-22.00299628819222,4.328832706996995e-05
5,3,0.0011742336299327047,0.0003810046360674517,0,0,0.001128189496703455,0.025906636766292953,0.001128189496703455,5.102108993291219e-05,3.1921395228762917,5.102108993291219e-05
6,4,0.001172452895308383,1.959522153842316e-05,0,0,0.0011278289583233033,-0.002701558991211112,0.0011278289583233033,4.98584382823349e-05,-0.1593702705146729,4.98584382823349e-05
7,5,0.0011724482632412554,5.325980412586505e-07,0,0,0.0011280564557279954,-0.00018713655811648886,0.0011280564557279954,4.991031340115321e-05,-0.0018942448416616742,4.991031340115321e-05
