phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.002828027603822632
-2,-0.02721080290953056,-0.02306440793194376
-3,-0.06202917813359604,-0.06628742086898147
-4,-0.1079505401508506,-0.1066204152885941
-5,-0.1355706979747765,-0.1349470570114671
-6,-0.1532335800100144,-0.1530572045769456
-7,-0.1652563670807959,-0.1641928296459567
-8,-0.168345056302483,-0.1709134914855954
-9,-0.1757782868892749,-0.1749434311098818
-10,-0.177500655837663,-0.1773806945772767
