phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002701080064645203,-0.002037117351984403,-0.002697624281943126
-2,-0.02340628769495274,-0.02245226906117057,-0.02094170364994419,-0.02222744305247867
-3,-0.06477056956628323,-0.0657415677155162,-0.06333339791782359,-0.06349645683922089
-4,-0.1069978687145439,-0.1067312052604577,-0.1025324149083589,-0.0993281802877613
-5,-0.1375463225152408,-0.1357751615274392,-0.1190684518165829,-0.1210530182810746
-6,-0.1535713093831789,-0.1543529198027349,-0.131373497521937,-0.1322760257868982
-7,-0.1621867293734878,-0.1655844506977804,-0.139417062760819,-0.1379111727070984
-8,-0.1696244956881482,-0.1721202145570844,-0.1403411774956293,-0.1411416634974523
-9,-0.1777534819190489,-0.1758605291457085,-0.143362447225946,-0.1434516504502252
-10,-0.1814173452222933,-0.1780323376886399,-0.1456811764319968,-0.1454065203299529
