phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.003192512805573465
-2,-0.02721080290953056,-0.0243160054075406
-3,-0.06202917813359604,-0.06711360947222197
-4,-0.1079505401508506,-0.1065969055871997
-5,-0.1355706979747765,-0.1344151277568258
-6,-0.1532335800100144,-0.1523295014913183
-7,-0.1652563670807959,-0.1634569735451965
-8,-0.168345056302483,-0.1702662843613947
-9,-0.1757782868892749,-0.1744224723070401
-10,-0.177500655837663,-0.1769844561661797
