evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,alpha_0,alpha_1,grad_0,grad_1,grad_2,grad_3,effective_k0_0,effective_k0_1
27,22,0.0024723393745014026,0.00635436829085276,0,0,0.08437904210144993,1e-08,0.05,0.05,0.02277520615727991,-0.18091494504258865,0.004560420219080504,1.1366004712928691e-08,0.08437904210144993,1e-08
28,22,3.3804405216773016e-05,3.964749777319879e-05,0,0,0.0013447733854756868,1.3893125982002014e-05,0.6339075105735851,0.05,0.004980277794471328,0.07132220890552826,3.5453335400308907e-05,8.483262786836931e-06,0.0013447733854756868,1.3893125982002014e-05
29,23,0.0024383468259237353,0.006314627564927142,0,0,0.08289535795826938,1e-08,0.05,0.05,0.023038806087936032,-0.167610112129918,0.00453172297715481,1.2565452308275115e-08,0.08289535795826938,1e-08
30,23,3.3804344807922005e-05,4.002831251197532e-05,0,0,0.0013451170141907237,1.3886894663073604e-05,0.6338713122006252,0.05,0.005055147816843331,0.07120362314377676,3.577944028695345e-05,8.471766961590793e-06,0.0013451170141907237,1.3886894663073604e-05
31,24,0.002349561063561698,0.0062079397007518125,0,0,0.07909954806750591,1e-08,0.05,0.05,0.02373984651289495,-0.1303176653983224,0.004454559087039235,1.5903491860355794e-08,0.07909954806750591,1e-08
32,24,3.380426300204996e-05,4.0521050605996336e-05,0,0,0.0013455660509667817,1.3878664922201612e-05,0.6338234798889238,0.05,0.0051519637820653845,0.07105186130583083,3.62006500938241e-05,8.4569597927204e-06,0.0013455660509667817,1.3878664922201612e-05
33,25,0.00023663759631410117,0.0016667679151569123,0,0,0.006428539925855422,1e-08,0.09423102693544827,0.05,-0.034822433403344226,11.488513847312191,-0.0015850630611868,9.274640798776058e-07,0.006428539925855422,1e-08
34,25,3.331257733437036e-05,1.1130577458197103e-05,0,0,0.0014455390336838225,9.962057000931836e-06,0.6090965552292572,0.05,0.0013143987044161075,0.12615927318021627,-1.4868514893326415e-06,9.703824439056173e-06,0.0014455390336838225,9.962057000931836e-06
35,26,3.323090651726828e-05,2.3687852708663355e-05,0,0,0.0015007908223304094,8.198948391973007e-06,0.5962203815978114,0.05,-0.0004965757270015749,0.15858158567936576,-2.1304609154599536e-05,9.763210939435903e-06,0.0015007908223304094,8.198948391973007e-06
36,27,3.3168209012353606e-05,2.2564614262061127e-05,0,0,0.0015031477349181845,7.71775788173204e-06,0.5955311659242314,0.05,-0.00043389135055091685,0.15759658592174727,-2.0392304385367078e-05,9.122336621873117e-06,0.0015031477349181845,7.71775788173204e-06
37,27,3.295879008560686e-05,2.020707381766744e-05,0,0,0.001512612457508851,6.059309535008891e-06,0.5927743032299112,0.05,-0.00043306394733559937,0.15566824594459686,-1.8757926968657053e-05,7.033763597083888e-06,0.001512612457508851,6.059309535008891e-06
38,28,3.253820672266739e-05,1.1396418887789712e-05,0,0,0.0014707185477576725,3.336095567118099e-06,0.598760803448716,0.05,-0.0015703879825775928,0.12417078979697133,-9.554601719036397e-06,3.0653737643185966e-06,0.0014707185477576725,3.336095567118099e-06
39,29,3.2367997273419726e-05,1.2424056486920635e-05,0,0,0.001494875673100949,1.8300440995859838e-06,0.5932043389849465,0.05,-0.0014750455904753187,0.12971948151882545,-1.1191782117413841e-05,1.7390266906588517e-06,0.001494875673100949,1.8300440995859838e-06
