phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002687473096673259,-0.002037117351984403,-0.002683871033215899
-2,-0.02340628769495274,-0.02242159811153155,-0.02094170364994419,-0.02218769643772735
-3,-0.06477056956628323,-0.0657613628114498,-0.06333339791782359,-0.06344062699570573
-4,-0.1069978687145439,-0.1067963084107764,-0.1025324149083589,-0.0992132422904045
-5,-0.1375463225152408,-0.135848620747863,-0.1190684518165829,-0.1209060282298479
-6,-0.1535713093831789,-0.154411123116295,-0.131373497521937,-0.1321795545389605
-7,-0.1621867293734878,-0.1656219368617733,-0.139417062760819,-0.1379273930598216
-8,-0.1696244956881482,-0.172141780095074,-0.1403411774956293,-0.1412931689457593
-9,-0.1777534819190489,-0.1758727047143991,-0.143362447225946,-0.1437378693114799
-10,-0.1814173452222933,-0.1780396981956942,-0.1456811764319968,-0.1458193937798874
