sample_idx,k0_1,k0_2,alpha_1,alpha_2,nn_ensemble_cd_nrmse,nn_ensemble_pc_nrmse,rbf_baseline_cd_nrmse,rbf_baseline_pc_nrmse,pod_rbf_log_cd_nrmse,pod_rbf_log_pc_nrmse,pod_rbf_nolog_cd_nrmse,pod_rbf_nolog_pc_nrmse
612,2.057025304002335e-06,0.041069078886685935,0.7849743432376939,0.8105713945975669,0.0063997508809655376,151.23230644361948,0.0014113102275723447,500.53358466876017,0.010171108955169083,486.09810689871733,0.010310946326369102,509.9319964715717
239,0.00024369853314333908,5.406918345638868e-06,0.5324911320776189,0.1788449901678363,0.0027668699838158204,0.006177260431516859,0.00013831969705880738,0.0027472767709008673,0.0027866498616716823,0.00402379039438351,0.0027447741926471267,0.003815352353588096
642,0.0002256640077104892,0.00029081099054758825,0.3748314917903238,0.5198425075993287,0.001791921523425106,0.028649938057984048,4.295470490517387e-05,0.07609273015662453,0.0024408117714338016,0.07482478836764885,0.002425141695252394,0.07815863592785592
2720,0.011100045077226969,1.3065152332160354e-05,0.4540330853281841,0.5317386427539921,0.0017731059934776637,0.00800382416813909,0.0008533004362019985,0.008836067873575083,0.0016731858772406987,0.00905045693448044,0.0018550570049876557,0.009158326197191733
1712,0.00580707372720763,0.00028475451365644314,0.5500734830666074,0.33723956094513113,0.0013901775004018548,0.0028090892992663295,0.00010835309855424041,0.000557254612217301,0.0026036361012578588,0.0030578465591621956,0.002679914436555993,0.0031735066456137417
2467,0.009607886487342555,0.002394024230446662,0.28218211318420205,0.4843108057063891,0.001083623709109523,0.01476137239752784,0.0007310108117473982,0.011443389500937562,0.001961567980451464,0.013507635668115007,0.002141161787591177,0.014168611961077483
1384,0.2285461234894707,1.6881845979171278e-06,0.2755171626445643,0.7057860689024661,0.0014669858690333898,0.0095711497279798,0.0016424040565089979,0.004132070223714518,0.0015890901747178505,0.00963568824934193,0.001719462728883881,0.006027895408592115
1583,0.01657091001993229,0.0021335517785719526,0.3506829044376786,0.5252977333604568,0.001285046232263103,0.01368571720016218,0.0003346322269942634,0.0067537857176519405,0.0020033408449516474,0.008329806984734964,0.0018718804004715776,0.008544979865470703
276,0.0003372862717420705,2.1467039675168775e-06,0.4097191222668378,0.8401402288640883,0.002452026054289944,0.03209373117862745,0.0003004227101696503,0.021308929163883585,0.0033187576923219995,0.02095293842008534,0.003111974652824504,0.02174595879633237
1166,0.01702554952087912,0.0037878473220381067,0.29654423655780937,0.678366549716884,0.0023763055121445815,0.019808207184547125,0.00020145317844060939,0.004757810022554602,0.0017521265072473126,0.010156420475841543,0.0017781925412650203,0.010281315714155819
1546,0.3663289861483124,7.256245342670657e-05,0.3489414688184743,0.7375860390100368,0.0012874132923480122,0.004791323255247997,0.006336034147801553,0.009279581403416422,0.006471509108482512,0.013850788366845154,0.006341508473808227,0.009265862064827716
408,0.00025321415947953795,0.0004222125330685861,0.5638438956155433,0.7822120924068405,0.0027171463308130546,0.03618017096194961,9.675773407434216e-05,0.07914215571199384,0.0026168247637901204,0.08851921675702079,0.002661011076229789,0.0943182778910539
2014,5.605303066594323e-05,1.8424297881903482e-05,0.1931994459428844,0.27095044532710344,0.002898889635886757,0.01810636906741803,0.0005941750049124955,0.07734143688305746,0.003542927618445243,0.08292807254120492,0.0035087467631187215,0.07846533518240059
2946,0.004744800144578123,2.889022588715264e-05,0.5688981282542821,0.6040768670549607,0.0014931142763990137,0.0068481657978644766,8.37488232178024e-05,0.01994359003836506,0.002915689889281644,0.02059051406333908,0.002976666407559364,0.020145910182371492
2266,0.004125293298520595,1.986518859049933e-05,0.21720842454797273,0.4294855086127217,0.002173657017568328,0.012893988593106422,0.00011665842151870028,0.014150513098276285,0.002525171840095088,0.014275042241092653,0.0025677033588599237,0.014770237501153496
308,0.010189990258984878,6.059410705529405e-05,0.15021733394160855,0.7143407830183172,0.0015449724096480125,0.02215345903198557,0.005030725275482747,0.019256613253610604,0.004917062062108388,0.020646077124761006,0.005205313373685402,0.021101532347468085
2466,0.0027660831600436146,0.000623534494334836,0.516270160697084,0.346671090609174,0.0010254509852469223,0.0036798424494629916,3.728766675976557e-05,0.006458446281864364,0.0036444778101631585,0.007699240028254267,0.0036794201357260633,0.007374409199240964
303,0.0015188071815891847,0.0006868949537373266,0.12104375286937771,0.18077572805016526,0.002068551536944133,0.01684273952167548,0.0005669245552186198,0.06436311783250159,0.005164905465549081,0.07050964113001938,0.005185710022539203,0.06472249374954624
2873,0.003130037893233046,1.2560326529455823e-05,0.574043151459335,0.22686092555603102,0.004229105570616698,0.0047046287696141265,0.0002704527308637234,0.0004572336920452624,0.0035747910636248015,0.004034337964265353,0.0036316455749523273,0.004056257101762109
3112,0.07034494783426172,0.00011603668903471074,0.5679313361853593,0.2548049694623778,0.0011860451280270633,0.0027768147804902465,0.001667354684202415,0.0018731618662617441,0.0033513509443723758,0.005257006056634288,0.0038031222071445957,0.004289931469274658
951,3.2015970297461633e-06,3.878514513666892e-07,0.5956572505751568,0.2309853821227023,0.015754334957139914,0.012914249659041005,0.01467733096316914,0.013707091027981438,0.015293743198023891,0.018937197172839634,0.015333027081480937,0.018145216975245806
933,0.018772778402711247,0.00017227280682459984,0.4007508448818454,0.6013431156396476,0.001489350147711675,0.008015678851485884,0.00010005276579454018,0.011308740227980525,0.0028055024439327682,0.011065454563887878,0.002581825225932197,0.011340247370487251
493,7.544690333231487e-05,1.328389526622792e-07,0.2162219169972723,0.15931590483935967,0.005216340176761935,0.015750640424638966,0.014493347207698171,0.03898934243002538,0.009886623611320512,0.030850913918610525,0.010046672198579226,0.029746261561102712
2042,3.5103299473178745e-06,6.737999840838496e-05,0.4734276910391837,0.3442432200276542,0.0022714300680862698,0.010172475965030325,0.0006699247132860739,0.017163343657729268,0.0034412806075305464,0.017644984677594074,0.00355562065024027,0.01880962886255772
1972,3.3484673100394635e-05,0.0006449021345250154,0.16887852846599222,0.36742874712693363,0.0013472266863764116,0.3774297954392271,0.004463530097787443,0.4275853738620196,0.006591231982829694,0.4547101284620553,0.006544309195350247,0.4879142912502897
2115,0.011973915618073892,0.0005192705634918226,0.5515993688298256,0.6738740855117334,0.0020580667873398915,0.007439562979548279,0.0003653389101370955,0.0071699447237261885,0.003591452340534598,0.009221118759439222,0.0033281513797581955,0.008670127833591232
221,0.021684574767844904,2.4171316330635054e-06,0.17590629675982505,0.20122839760708722,0.0014737046812025533,0.007715670426695475,0.0050987044790442495,0.016060322556323562,0.0042520396355396825,0.016689092666613843,0.006292866089431349,0.01611246611538652
1836,1.065685059109369e-05,0.0010856867596022294,0.21752319051932242,0.3318355447543332,0.001991860153302784,1.3774051479794425,0.009878987055491409,0.8874419827722467,0.006629092950456105,1.392777722539157,0.006616215256994713,1.4334539293930695
1268,1.9826779216977244e-05,0.0005425207530221523,0.3408280551963626,0.7310608085015311,0.002104322157583363,0.5635161317988707,0.0006190948115450886,1.0676674183929662,0.0030897622198828465,1.1410128747950623,0.003031022554738315,1.1891749692855325
3020,0.004590564453097771,4.92017728024686e-05,0.42271871818914025,0.31610991244105907,0.0013926277431302756,0.0031226828605741023,0.000166526500961988,0.0006073431457786016,0.0032816179758751356,0.003285137288005066,0.003302573520762491,0.0033881816259856297
2517,0.001051195275354925,7.26127179243464e-05,0.3438059648909605,0.22914397328312586,0.0027612452691725712,0.004650108340478485,0.00026677780087863776,0.0025794440654267527,0.004523768091795614,0.005891598197598384,0.00454721933892897,0.005361855305277171
947,0.0044110000891157365,2.9602150936684435e-05,0.39140683022993594,0.642388125963453,0.0017614157747246034,0.00887339840202351,0.00020432518691697972,0.003956503065999464,0.0034052456429286846,0.008325458820425019,0.003354262129406211,0.008301182772531846
32,4.817610892058444e-05,0.001680072277688528,0.28456810262105303,0.38651523484567707,0.0032063737347259548,0.4082909676707074,0.0006286726342181011,0.835076408154909,0.004077060858542667,0.8517133092821287,0.004061723192984663,0.8790143008657628
1850,0.0005286404241820799,0.0072816233933573,0.7933882170610044,0.4736996465594583,0.005317575837332573,0.004432153712505484,0.0002862798938988079,0.010384136739987112,0.005550726985446115,0.011104592695987918,0.005502210960046269,0.010827284309517777
2981,0.0003150706577810379,0.0021074039218611862,0.28031461546120395,0.2566002067956372,0.002234100729044554,0.042269125223280614,0.00013985317767315915,0.10153424795544153,0.004197214523207795,0.09710115396719837,0.004163492086017693,0.10378572537634227
685,2.4048799040261614e-05,1.1780488045859539e-06,0.6435887759726107,0.753745570927838,0.0028423858465876184,0.015068394424653023,0.00032214135112131504,0.07253609168498001,0.009292117123097769,0.07189779087740493,0.009097616932147713,0.07466238468104056
447,0.027440903823238976,8.064118298982857e-07,0.7163290255810809,0.8054751624736894,0.003739679379807599,0.005706965078130746,0.002423885899293643,0.01037952525585832,0.006629395017373404,0.011126499181080678,0.004718307384937626,0.010851503422644132
1416,1.994680480576817e-06,0.0017315161442900229,0.22495571316402121,0.38183439655379703,0.005038493985785787,12.966040020302062,0.03711760152302088,8.97238861281926,0.019148986560888145,15.321938055310476,0.019267667300603895,15.935998092106175
108,0.000321748767927076,0.0001325454570624912,0.13137780290490594,0.6490103067897175,0.002766348431961729,0.10132783133081105,0.00019231630069447807,0.02256602461123158,0.006206672070670683,0.03826401222598601,0.006156088703659277,0.0395532775567679
2329,0.005673442435053605,1.1980598612597819e-05,0.2993987666040756,0.27765190510526777,0.0020818671533250795,0.006030955314581286,0.00038726337583982833,0.0006908299022445643,0.004351429394819958,0.0033883450432753365,0.004212184401293555,0.00342504437901017
1557,0.0003203241240851484,6.638020345838593e-05,0.7308395197817436,0.21587337719596855,0.003626448048731352,0.006650224521387369,0.0007363694850913174,0.004890607440636924,0.0027338144831362135,0.006690686409828977,0.002756006636685613,0.006438051015557474
1619,0.0023646844419768966,0.002748882805187014,0.45274875009765847,0.6288871962901303,0.0011754103891300012,0.03608791004642834,5.186829633868844e-05,0.02106399555067958,0.0041565264634769805,0.03102153093693592,0.004280888289443307,0.031913029311519334
2858,0.0012596069159480393,6.631963677601043e-05,0.44074587808331145,0.3998305450152596,0.0019978350895225347,0.005776269693420371,5.97108221144383e-05,0.0036469735903245826,0.0035028192434071316,0.006464544909890387,0.0036045172118432897,0.006963967681870498
989,0.08194422260372973,4.586528696984107e-05,0.24892911391293282,0.7341224001919991,0.0016418889202396687,0.011290446789156914,0.005280841343141289,0.008424965367646997,0.00948031154755786,0.007842075874166745,0.0057310276957525386,0.009848258456198517
948,0.09882647161412482,0.06924970873945928,0.12001647826443546,0.3452019108106206,0.004115063184185441,0.010297499675591359,0.011295840769712476,0.02715122136160296,0.014816236144559392,0.023282316926021097,0.012425483850195379,0.028125649547741632
1659,0.0018832552783851863,3.593706508274213e-07,0.40281944791134516,0.3574422520382281,0.0012199033365101366,0.007922776462118343,0.0006821604726727685,0.027395684374973295,0.005352100021809224,0.029411050066285083,0.00538669033651015,0.027645603832626632
491,0.005350906056859924,1.0080171082636461e-05,0.8929762202403,0.790707463168728,0.0048753084090526295,0.007071766638330305,0.0011021535051556886,0.022855776629995286,0.004124794063809205,0.025234267271510964,0.004004399354911762,0.023200275127824445
