sample_idx,k0_1,k0_2,alpha_1,alpha_2,nn_ensemble_cd_nrmse,nn_ensemble_pc_nrmse,rbf_baseline_cd_nrmse,rbf_baseline_pc_nrmse,pod_rbf_log_cd_nrmse,pod_rbf_log_pc_nrmse,pod_rbf_nolog_cd_nrmse,pod_rbf_nolog_pc_nrmse
2849,0.049962882776107394,0.0010973451903264087,0.3714342398853061,0.25510608587338657,0.003154088583846834,0.0027577030017343182,0.0018748955400817013,0.003396876238772499,0.0025037719970185126,0.005159675684630951,0.0030032008955603404,0.0041085753127375335
3069,0.021361185638885886,1.1315689464850312e-05,0.3636388446040521,0.2799148563188425,0.0020809792464700333,0.004544486833134652,0.0009337299687444985,0.0018788013389928054,0.00219228780097412,0.0027428381357541064,0.002300296512857443,0.002525536991426969
1109,0.03614786140314955,3.084262130462827e-06,0.3899536552128332,0.4993262625621606,0.0012586976598600772,0.004883793128036245,0.005703079920555582,0.018851819245258618,0.005684561479134105,0.01986100639802373,0.006228402111837033,0.019029330706697864
2914,0.0008714786140856793,0.0036501557382409397,0.607823768008501,0.6792893398626896,0.003579244611419364,0.056658877049559145,0.0001830751599920897,0.24515508065182556,0.004955646847067527,0.23398432563339677,0.005047981540740201,0.249501992309384
768,0.013409857616136783,4.552729179689674e-05,0.39441651619586426,0.6868830884098133,0.0012547090536166442,0.009444029313563753,0.0013729741676690626,0.007109241305450082,0.0027535311912699947,0.00890729074435401,0.003045999787237644,0.008487689074920072
1565,8.344524910257247e-05,1.7452164073957301e-06,0.15741086289619155,0.7159266270999406,0.0032811671217145943,0.06215729849544543,0.0014139387130330204,0.051211698335732504,0.002956951278032283,0.0625180975729744,0.00290818838240777,0.06611941257861134
1531,7.198399036629965e-05,1.6632257305556564e-05,0.8814808605491317,0.36953330203077284,0.00418755249526526,0.007679056336951184,0.0005628667137566833,0.004319903258356439,0.004405954202606936,0.006600863596852435,0.004499839495276248,0.006528948354824267
349,0.0011152316566790908,3.232908966042656e-05,0.6510048259872618,0.5481615707278756,0.003687111824024462,0.006387699568197308,0.00010626748856806852,0.012742015131364793,0.0038614686808849472,0.014888891967691604,0.003979965763804625,0.013762703928419717
1555,4.741320147124915e-05,6.204670866967236e-05,0.24562413113225692,0.663741373841997,0.003131023552819283,0.10067934067747417,0.001381790061872129,0.05126898293524602,0.0046487888931885,0.06709012694469475,0.004615389379470229,0.0700099578308849
701,1.195404318714977e-05,0.009980303962826993,0.2422454047206102,0.699342603550968,0.007435576186233287,0.11675022432963288,0.008057727395270612,0.16007892289082304,0.007003720132217207,0.14864120346393184,0.006868444306121979,0.1534237306020648
1258,1.2445397912132628e-05,0.00010565060799883253,0.4239526088178214,0.8591452442392427,0.002147300176909513,0.4228158518834139,0.0007037953104121372,0.3252249854213976,0.003297551763461265,0.3776818319553955,0.003395867437968461,0.40015850365370526
1298,1.7311128523987877e-05,0.000358279735312587,0.4288851761195215,0.5929619401260658,0.002399581954224616,0.35094861435986907,0.0006190655111948369,0.31606291289896793,0.0038287344817343034,0.3768230623087663,0.003888495376841561,0.3916190923625625
2346,0.03526654078135518,0.0013629978182210377,0.3475766073919452,0.35858372593601123,0.0012589911631443582,0.004902035538764872,0.0019357589932602213,0.011913528656590709,0.0023362799977436634,0.013305769332550281,0.002829769763739381,0.012002457008334544
2793,0.0018531131375200116,0.005178300811673721,0.3546993342977275,0.688830701810905,0.002355779740220974,0.07019120546009644,0.0003748257146664402,0.009721697516283637,0.004377925315729844,0.042964863725488495,0.0044796953344146415,0.04326515492431247
1627,5.3320005896450284e-05,0.0037322588880318074,0.6932777240025924,0.8505719419566536,0.0027474229636824644,0.6422439116472404,0.00021283742357198034,0.4989452847899471,0.004469229898960733,1.1290939095905175,0.004706037749823309,1.1570933728348267
614,0.00034891927546190665,0.026099539371326745,0.5096704329031535,0.20015106308829594,0.0044259762944826265,0.010389814557371169,0.0005585070956797349,0.01762474221975466,0.004534954349536614,0.018790460298465154,0.004382299828683723,0.01803960096767355
2620,0.003418441901708616,5.7333951718604094e-05,0.530804281918482,0.6510463235059161,0.0021547137445145858,0.00666426389266273,6.082649286058051e-05,0.014538151844979216,0.00349140024354665,0.014881684299772747,0.0034960912320939554,0.015152837737483023
1849,0.12767061412340194,0.08193400995629305,0.5822542363042158,0.3107520116150361,0.006351358305743156,0.01007178730878628,0.003542546733722312,0.009163199108728376,0.005998581262165709,0.014348651151456985,0.0064911734506804585,0.014165763602866081
50,0.0024696117138239947,2.6807746623329013e-06,0.4641017614690901,0.796134748610266,0.0019250621884925104,0.013896183334933246,0.0009608716690058954,0.004119212464098648,0.004460706584939289,0.010413876702882695,0.004518514810991952,0.009797878559493855
1231,1.8427897564040915e-06,0.0907207390211172,0.4474088384980123,0.12129721179117166,0.004878638955032626,0.06057049000455479,0.007911881888008775,0.10855055123480789,0.009346065946967632,0.110319921523878,0.009768855349244519,0.1085033722075352
2169,0.00033400770509233466,2.6394102650236945e-07,0.22867248862788792,0.29273534663753487,0.003718649236146158,0.009645023188724951,0.00032176112481297056,0.04117275269547685,0.006927650801926546,0.04276675940339907,0.006865099478610891,0.04143615139815577
1638,0.7026990649334267,0.06343503978416093,0.4303933789850608,0.3625930572097833,0.006925652685789677,0.007600983876785265,0.018375665488931325,0.021676926348381607,0.018200862838986677,0.023016588773639324,0.01838207715280768,0.021975958162282577
1762,1.2839832849294333e-05,0.0010225907023119244,0.8323499714230752,0.5760967662473708,0.0033653170015345195,0.008073990557488206,0.00018305790857529105,0.006459536714949117,0.007527224592848886,0.009370624306645458,0.007783326748708882,0.009415284157352282
2411,0.0007529795329137366,9.727166187428202e-05,0.41170304810534697,0.4743859371687979,0.0023719853089789722,0.008921672814051049,5.013072327291355e-05,0.0237656809045083,0.0020964154634207856,0.02622185467177352,0.0021802906460371987,0.024882544849796663
3000,0.020023752083049955,5.0969347935344116e-05,0.3048407520056947,0.5965779329369154,0.0012219020170647654,0.007841034951406395,0.0005991182329965587,0.003466742767657198,0.0018268184456931215,0.005275349524169952,0.0018469172147681178,0.005232092229094238
2083,0.022190012154074772,0.054464239645286544,0.4507350924721085,0.3530452461878594,0.0051769298371180635,0.01069423426267238,0.0006774672817093186,0.010114362583142193,0.006148300335354621,0.01685723028070147,0.006249619574627797,0.017060605883726356
3170,0.0012807508041583835,8.485585584546984e-05,0.4875074746890307,0.4748569735859286,0.0019634033104675938,0.008442369941613688,2.8733085915652564e-05,0.008279356568278523,0.003243473063944126,0.010875753915494385,0.003371153500380373,0.010641791639445387
2531,0.09186938016558265,6.07221859781648e-05,0.46151863479553834,0.5812083962296621,0.0010788242455748909,0.006482715059236964,0.00267301942911285,0.01869448821055762,0.004554366082070931,0.020961278493972592,0.0038175623416191757,0.018972068587224694
2035,4.138133475912241e-05,6.902240990017979e-06,0.1839090599450109,0.43348308206144914,0.0030427070306935583,0.02663558608649631,0.0012267764992958707,0.02650379570110287,0.0028285119919577327,0.03590470155212716,0.0028837907889047772,0.03687871989492884
788,1.8068055380141128e-06,0.00010949139458024421,0.7968723723566371,0.4699035591939297,0.0056103374664139795,0.008471545353872371,0.0005007260065446224,0.0238635874365394,0.008702160972802008,0.024893270702202756,0.008740137050166652,0.024272532450685204
1478,0.0003569059473590646,0.003247257171855502,0.5432742234441658,0.7552426364065529,0.0033019911211488407,0.12500227182681317,0.0002490303441227109,0.1193953261952729,0.004215763089285675,0.18210887231750403,0.004261825209538744,0.18871732660866472
920,0.0001858159566870661,5.104361695129026e-07,0.7500078479517257,0.5090709351754671,0.0044635843676309895,0.004884881865884378,7.423367804330734e-05,0.001844038630709531,0.002102984161828916,0.003925673597452667,0.002135643029938658,0.003724078032304028
390,0.000863125644888728,1.2021900000591137e-05,0.5653592506164467,0.41101467327340147,0.0038589709588771623,0.0029325825600678246,0.0001418962486165377,0.005771025060158375,0.0034678754711079084,0.007133572555993065,0.0034765369184417607,0.007019215659292762
5,0.0369703254316334,3.2178754258796736e-06,0.27945674993149283,0.635772669647866,0.0010561125674482823,0.014080984196496787,0.0028034602237807394,0.010905792948672284,0.002341699205756688,0.012817211853214465,0.003326399038027335,0.012713757122047167
1093,0.0002112892264566917,0.00011422029693597994,0.28185782084855504,0.8047928252398625,0.0034551576040468225,0.08442245960130756,0.00043031593369427794,0.060847330672541104,0.004244586118371206,0.06513316679235201,0.00422684579878969,0.07249367187267347
1422,0.36943552004359853,0.019734868934825293,0.4241237102569626,0.3096227893157195,0.005023646651351146,0.002677782312598541,0.009292437588885413,0.011502650520071022,0.008028811396824579,0.015951264332530118,0.009502757202690212,0.01176173867132669
82,0.0037993704083452745,0.0002059797293413908,0.19014260906836972,0.21928309440668173,0.0020948901396558293,0.005691019988689793,0.00037701122345497806,0.010104828820058021,0.003928281938478889,0.011250287023998776,0.004005129052300419,0.011156364469636823
800,0.0001545413339669017,2.313189057755702e-06,0.34042798418042763,0.17760156694067725,0.002744518679260677,0.005475805182823837,0.0016433688382797235,0.02327654960354445,0.005771395431145939,0.025695565088831928,0.005638360163327009,0.023296639865894385
1397,1.4636838491420016e-05,0.0025311522771853633,0.7283284227465757,0.25776863695020924,0.0043598211336182205,0.012538314931898694,0.0005074782098890422,0.01308867156726214,0.006873352476004083,0.016534884826164654,0.007114312851445474,0.015990484900762946
1021,0.001058636117575199,2.0897202988416847e-05,0.160785348306024,0.7242175889107756,0.0018177301790453329,0.0388642055818885,0.00047916615361419385,0.025223056604824993,0.0029948312377662345,0.03516861517074742,0.003346940661702978,0.03656741123906824
2948,0.0009670029556412426,0.0066931001816407775,0.2392136305257655,0.6747915897124699,0.003661406368983804,0.201908399115562,0.0012161648289015507,0.40680935053826006,0.004970024788057388,0.39560497227637414,0.0051105754505084595,0.4107185308437479
1275,8.60520397471769e-06,3.1120189417150326e-06,0.5282890194177322,0.5968352527114441,0.003099775321752798,0.0198379637715297,0.00020064175054064438,0.14131812403435765,0.006618308284260841,0.142748089697505,0.00645322779829606,0.14261869900467647
2951,0.010882257176309447,3.416935850657283e-05,0.3651525084711546,0.28062794477771213,0.0018883643112707182,0.003939060012539017,0.0011349475074714948,0.00616720388502906,0.0028314585301127014,0.006218186789153939,0.002672984448776007,0.006390301470523917
1037,2.855695979518419e-05,0.002294028463393176,0.33463962895904176,0.25733561822772066,0.003744435275162728,0.04882111301424529,0.001212536277577221,0.2430926099690112,0.003640543851041964,0.22766714969041257,0.003621864143665575,0.24346533347758428
1059,0.0028457498728141125,0.07911289795907489,0.6205006717454158,0.6184638861972804,0.004757975369712475,0.31416864619240326,0.001019015939912968,1.4271611875163368,0.0054718133811351025,1.4025936256471994,0.0056652816662386505,1.4449691797303756
89,0.025856130131796443,2.9602028292727945e-05,0.2672618240155453,0.47905479956131625,0.0012321547332153657,0.008049416913368605,0.0010841046951742229,0.007896218812505247,0.001933078584614674,0.009340162743354214,0.002177348882119673,0.008563630643171864
2728,0.01255918296273496,0.0006616584066261969,0.5622780286678529,0.6977442979671897,0.002225481942924437,0.011336448855762144,0.0008673241648404312,0.015607866600629263,0.003549308195116247,0.015971968532677693,0.0034811792144624127,0.01640918719268124
1996,0.004809132270779265,0.0007016362707664872,0.14620936196867015,0.17678173790263563,0.0018363961475499342,0.0080878298657182,0.0017831275704859272,0.018294154790231203,0.003942399867938043,0.019536933967003733,0.004253497122947183,0.018853097111890916
1428,0.0025934642435110084,1.897080180031967e-05,0.5406049308794865,0.6877671152597532,0.002330529409722517,0.008395762609946648,6.927553224601015e-05,0.002157166247348248,0.003554340220383107,0.004547068518441921,0.0035672601585869175,0.004590305245291512
990,0.0003168635269106706,0.02756682736832042,0.11757609968705952,0.5678695215013428,0.00509960078068811,1.6532838514613761,0.007297940685336352,4.389176561201896,0.008545498935225061,4.34978043038921,0.008508126387700127,4.405357857707358
2526,0.010428063863696383,1.580240077498143e-05,0.5156619680858153,0.37814196012914836,0.0016131151684983815,0.005143065174217188,0.0005695154844172594,0.0006462532734108245,0.001861702644200849,0.002625312684410575,0.001922270950288142,0.002566169156785228
2464,0.00569546963618218,2.130180207499195e-05,0.4330277326451434,0.3697382935042308,0.0014380258260379471,0.003991581758944654,0.0006697811049358913,0.007027616351196225,0.0031478071146608467,0.007838122559739617,0.003113109565904939,0.007599740901419095
1596,0.007968111165419295,0.0011451094597153247,0.4592083615687733,0.7948379419815162,0.0021082068750958756,0.02790370729161215,0.003355335945852318,0.024790442841845544,0.0035114129537057795,0.028329503643708422,0.0043777956419258435,0.028429400940711957
2286,0.007188836597010819,0.004086736296027125,0.6363954070755995,0.4582866549879774,0.0016281972025604208,0.004306393452440627,1.814453077469468e-05,0.000924140650714268,0.00280444105122046,0.002485007691910073,0.002880623377122608,0.0025600771875304725
1686,0.05181507681340641,0.08026985437432323,0.46403675692582136,0.5602401807778875,0.005041509524094406,0.029725191095910816,0.0005473679796169641,0.048605748154791434,0.009834323342895175,0.058651970397074094,0.010043003361406766,0.06230454778728877
1963,6.251699794468529e-05,0.050500593671373405,0.14224335722679732,0.37361769846648185,0.007727386416086851,5.601888075801431,0.03730689992083231,7.669132226032312,0.02769694376489321,8.947279237161336,0.027572082240813634,9.037858303940347
3102,0.002016848628090236,0.001576985652971104,0.3251091348297902,0.20263340332414237,0.0017466517498366063,0.004473069683168415,0.0001355532639827715,0.004798866113366197,0.005113060309209677,0.0063878017036649,0.0050728949254512795,0.005614491144997124
1242,0.0004833267831067412,6.389829876627926e-06,0.12180067879150017,0.6173487278776892,0.00190869526232591,0.04204611234626488,0.0013066146397968717,0.022983378032089986,0.003346639443993124,0.028584171261742314,0.003261553160050002,0.030392992787144576
2749,0.008270760620417473,0.004899034142713384,0.4213071663568838,0.22716247793036737,0.002111580965736177,0.00526418696855326,0.0007174717646687488,0.005098755652292407,0.002511983181724485,0.005678119172979111,0.00243583512196371,0.005398858760685826
1077,5.008272874407363e-05,2.3744340527957444e-05,0.8623617161032142,0.702594239272898,0.0032774763754969158,0.006912344546044273,0.0005747351047714978,0.030143562381878104,0.005945852698420082,0.03483372945205843,0.006039416540887054,0.030984297325014138
1201,1.3124522408898732e-06,3.77585961478009e-06,0.4605347397292545,0.15399755574263363,0.0076912041677130605,0.013535456416211145,0.0025385951269603505,0.018883028228614637,0.009932779184971534,0.020799884255719478,0.009913860528149746,0.019770136064799233
3121,0.0007792292277350974,4.4874300691072326e-05,0.6940803081457068,0.3778502562580006,0.004044134905016155,0.0033287662119629727,0.0001315715412738857,0.000990061103352893,0.0037125388672484654,0.004990496651270709,0.0037632444279785855,0.004820206036646257
3074,0.025383849680867508,0.003014873879358631,0.5428901624495592,0.6543067694220668,0.0019607369995011436,0.012915432320118143,0.0006022698431662277,0.02093494952658723,0.004571396411933507,0.023420717858317956,0.003739045781914233,0.02194734718173692
34,0.00011678698878315311,0.0001236413208185974,0.4639599570797803,0.14711051123980012,0.0032182454197807026,0.005563527183824224,0.0003097494214427349,0.008274440332446243,0.0034777789156622057,0.009463135868992108,0.0035406317848152217,0.009243629721730599
2355,0.00010056101431915658,0.0001984943913117373,0.5353810890627222,0.6268291414761309,0.00274303854996972,0.028674149340967462,0.00012281722731834291,0.014267826657304607,0.003977014216557184,0.028139194058461908,0.004049914775411093,0.03219561671097115
2378,0.0019487334095992265,0.00046135297016754076,0.4028651889767283,0.5513738068917144,0.0007499751468389884,0.023435011032354673,5.5167301709418485e-05,0.003092050217742353,0.003034155315306149,0.010207972144415456,0.003009376124876193,0.010368119709461079
950,0.00013269488866393472,1.2286332654488966e-05,0.5598271260158539,0.7503178952619226,0.0022942834311169115,0.018502887105573202,0.0001595035254511088,0.03542283065978967,0.005417078214421515,0.039095422938054916,0.005255815971035569,0.039538277004029454
3113,0.004775604922917976,0.0037368148852682773,0.6750075667095972,0.5245509545793895,0.0019174366243959,0.004589333605071841,7.77193790701487e-05,0.00368617306059616,0.003564297220347639,0.005016971340113661,0.0036938287172110294,0.004774471320497345
1387,3.0310364154510226e-05,7.650262064823296e-05,0.5332842364615293,0.6360439199093981,0.003741305791169932,0.03458283777400092,0.00021805729332042363,0.019046934624002077,0.006827989836165998,0.03516814973810217,0.0068834455340491,0.04021580491505979
2058,7.864933324709208e-06,5.244762641483481e-07,0.34453285150708535,0.409485130890772,0.0055707434533008365,0.01895791023923164,0.007941601609976846,0.08752210154236992,0.005201074596128703,0.0863004363315457,0.005350720185032767,0.0896940848968503
205,0.009893183345327794,1.5199918732706045e-05,0.1800434469114082,0.15490218032160782,0.002133043279503382,0.00693738588455235,0.023905617618054403,0.05366785643258291,0.021017440014523856,0.05253569831423546,0.024314803693090706,0.053686520732935734
