phi_applied,target_primary,simulated_primary,target_secondary,simulated_secondary
-1,-0.002487472628692489,-0.002700957418171829,-0.002037117351984403,-0.002697507621051488
-2,-0.02340628769495274,-0.02245066069917507,-0.02094170364994419,-0.02222619018528807
-3,-0.06477056956628323,-0.06573796204081572,-0.06333339791782359,-0.06349576035816909
-4,-0.1069978687145439,-0.106727117918396,-0.1025324149083589,-0.09933150790405593
-5,-0.1375463225152408,-0.1357712613234592,-0.1190684518165829,-0.1210597263326397
-6,-0.1535713093831789,-0.1543500710914664,-0.131373497521937,-0.1322835195316384
-7,-0.1621867293734878,-0.1655826647192789,-0.139417062760819,-0.1379167545258781
-8,-0.1696244956881482,-0.1721191355382752,-0.1403411774956293,-0.1411441577345788
-9,-0.1777534819190489,-0.1758599194848915,-0.143362447225946,-0.1434506021278103
-10,-0.1814173452222933,-0.1780320110565172,-0.1456811764319968,-0.1454021826756111
