applied_voltage_v_vs_rhe,peroxide_current_density_mA_cm2,total_current_density_mA_cm2,four_electron_current_density_mA_cm2,ss_steps,ss_converged
-4.999999999999998890e-01,1.032092530495459792e+00,-1.382236270500362130e+00,-2.414328800995821922e+00,3.000000000000000000e+00,1.000000000000000000e+00
-4.880499999999997618e-01,9.874082430877860750e-01,-1.337626224092774985e+00,-2.325034467180560949e+00,3.000000000000000000e+00,1.000000000000000000e+00
-4.760999999999998566e-01,9.421078165988436837e-01,-1.292417751440920304e+00,-2.234525568039764210e+00,3.000000000000000000e+00,1.000000000000000000e+00
-4.641499999999997295e-01,8.964181719046925290e-01,-1.246832121550963679e+00,-2.143250293455656319e+00,3.000000000000000000e+00,1.000000000000000000e+00
-4.521999999999998243e-01,8.505631739413579417e-01,-1.201088847686847982e+00,-2.051652021628205702e+00,3.000000000000000000e+00,1.000000000000000000e+00
-4.402499999999999192e-01,8.047355009008662075e-01,-1.155376808079745077e+00,-1.960112308980611395e+00,4.000000000000000000e+00,1.000000000000000000e+00
-4.282999999999997920e-01,7.591958698044173337e-01,-1.109955374571486519e+00,-1.869151244375903964e+00,4.000000000000000000e+00,1.000000000000000000e+00
-4.163499999999998868e-01,7.141154121973364299e-01,-1.064993358490286424e+00,-1.779108770687622965e+00,4.000000000000000000e+00,1.000000000000000000e+00
-4.043999999999997597e-01,6.696742030510192123e-01,-1.020669603128556258e+00,-1.690343806179575470e+00,4.000000000000000000e+00,1.000000000000000000e+00
-3.924499999999998545e-01,6.260342445454719629e-01,-9.771453228326741902e-01,-1.603179567378146153e+00,4.000000000000000000e+00,1.000000000000000000e+00
-3.804999999999999494e-01,5.833378636257349203e-01,-9.345624192634544025e-01,-1.517900282889189434e+00,4.000000000000000000e+00,1.000000000000000000e+00
-3.685499999999998222e-01,5.417067229164866937e-01,-8.930424237342720062e-01,-1.434749146650758700e+00,4.000000000000000000e+00,1.000000000000000000e+00
-3.565999999999999170e-01,5.012410290450093342e-01,-8.526856332451505649e-01,-1.353926662290160010e+00,4.000000000000000000e+00,1.000000000000000000e+00
-3.446500000000000119e-01,4.619952654308558948e-01,-8.135462797378781863e-01,-1.275541545168734192e+00,5.000000000000000000e+00,1.000000000000000000e+00
-3.326999999999998847e-01,4.240780183170492768e-01,-7.757344323124425456e-01,-1.199812450629491822e+00,5.000000000000000000e+00,1.000000000000000000e+00
-3.207499999999999796e-01,3.875071434520999669e-01,-7.392679732805541581e-01,-1.126775116732654070e+00,5.000000000000000000e+00,1.000000000000000000e+00
-3.087999999999998524e-01,3.523067074077031458e-01,-7.041715742968344127e-01,-1.056478281704537503e+00,5.000000000000000000e+00,1.000000000000000000e+00
-2.968499999999999472e-01,3.184858321427419536e-01,-6.704550127912931590e-01,-9.889408449340351126e-01,5.000000000000000000e+00,1.000000000000000000e+00
-2.848999999999999311e-01,2.860410535404490084e-01,-6.381155171711853091e-01,-9.241565707116343731e-01,5.000000000000000000e+00,1.000000000000000000e+00
-2.729499999999999149e-01,2.549587032280331567e-01,-6.071401403144089937e-01,-8.620988435424421503e-01,5.000000000000000000e+00,1.000000000000000000e+00
-2.609999999999997877e-01,2.251981234151669287e-01,-5.774884722472083398e-01,-8.026865956623752130e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.490499999999997716e-01,1.967720234412653479e-01,-5.491750740245134876e-01,-7.459470974657788078e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.370999999999997554e-01,1.696341553147010794e-01,-5.221541797908887395e-01,-6.917883351055897911e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.251499999999998503e-01,1.437565387367762682e-01,-4.963989629753295385e-01,-6.401555017121057789e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.131999999999998341e-01,1.191128394078906083e-01,-4.718845382948156919e-01,-5.909973777027063280e-01,6.000000000000000000e+00,1.000000000000000000e+00
-2.012499999999998179e-01,9.567956088468458631e-02,-4.485892997605601118e-01,-5.442688606452447120e-01,6.000000000000000000e+00,1.000000000000000000e+00
-1.892999999999998018e-01,7.343651442614931857e-02,-4.264955871929783093e-01,-4.999321016191276001e-01,6.000000000000000000e+00,1.000000000000000000e+00
-1.773499999999997856e-01,5.235534978559399505e-02,-4.055780588324192637e-01,-4.579334086180132379e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.653999999999998805e-01,3.244469854612239829e-02,-3.858508958872792216e-01,-4.182955944334016407e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.534499999999998643e-01,1.367959163851647370e-02,-3.672951617059765361e-01,-3.809747533444929890e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.414999999999998481e-01,-3.954457217524015057e-03,-3.499051582362009416e-01,-3.459507010186769205e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.295499999999998320e-01,-2.047502178682742563e-02,-3.336752505779025380e-01,-3.132002287910751193e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.175999999999999268e-01,-3.590499301077341998e-02,-3.185986806566879492e-01,-2.826936876459145154e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.056499999999999106e-01,-5.027472483459628078e-02,-3.046667721077804258e-01,-2.543920472731841520e-01,7.000000000000000000e+00,1.000000000000000000e+00
-9.369999999999989448e-02,-6.362398277209202480e-02,-2.918687187189839549e-01,-2.282447359468919301e-01,7.000000000000000000e+00,1.000000000000000000e+00
-8.174999999999987832e-02,-7.600364721090516196e-02,-2.801920923324434098e-01,-2.041884451215382479e-01,7.000000000000000000e+00,1.000000000000000000e+00
-6.979999999999986215e-02,-8.747718814866098369e-02,-2.696241396800949652e-01,-1.821469515314339815e-01,7.000000000000000000e+00,1.000000000000000000e+00
-5.784999999999995701e-02,-9.812197422836518856e-02,-2.601538664567044634e-01,-1.620318922283392749e-01,7.000000000000000000e+00,1.000000000000000000e+00
-4.589999999999994085e-02,-1.080304875310598850e-01,-2.517748287556287323e-01,-1.437443412245688612e-01,7.000000000000000000e+00,1.000000000000000000e+00
-3.394999999999992468e-02,-1.173114656458135591e-01,-2.444884538928386863e-01,-1.271769882470251134e-01,7.000000000000000000e+00,1.000000000000000000e+00
-2.199999999999990852e-02,-1.260908600273389635e-01,-2.383075697414656913e-01,-1.122167097141267278e-01,7.000000000000000000e+00,1.000000000000000000e+00
-1.004999999999989235e-02,-1.345122530380838399e-01,-2.332596005071501111e-01,-9.874734746906627114e-02,7.000000000000000000e+00,1.000000000000000000e+00
1.900000000000012790e-03,-1.388454486885654648e-01,-2.255167776118113809e-01,-8.667132892324591609e-02,7.000000000000000000e+00,1.000000000000000000e+00
1.385000000000002895e-02,-1.516935184344723464e-01,-2.275622662799785811e-01,-7.586874784550623474e-02,6.000000000000000000e+00,1.000000000000000000e+00
2.580000000000004512e-02,-1.606841017516994763e-01,-2.268982390141926209e-01,-6.621413726249314458e-02,6.000000000000000000e+00,1.000000000000000000e+00
3.775000000000006128e-02,-1.701605809825475213e-01,-2.277701768954184247e-01,-5.760959591287090342e-02,6.000000000000000000e+00,1.000000000000000000e+00
4.970000000000007745e-02,-1.802841942301866285e-01,-2.302462958488024070e-01,-4.996210161861577848e-02,6.000000000000000000e+00,1.000000000000000000e+00
6.165000000000009361e-02,-1.921958890337699677e-01,-2.354153012295313596e-01,-4.321941219576139193e-02,6.000000000000000000e+00,1.000000000000000000e+00
7.360000000000010978e-02,-2.057298844182361419e-01,-2.430215967357212403e-01,-3.729171231748509840e-02,6.000000000000000000e+00,1.000000000000000000e+00
8.555000000000012594e-02,-2.180256499020965522e-01,-2.501196577013186650e-01,-3.209400779922211289e-02,6.000000000000000000e+00,1.000000000000000000e+00
9.750000000000003109e-02,-2.383262272068148446e-01,-2.659360591044483413e-01,-2.760983189763349666e-02,5.000000000000000000e+00,1.000000000000000000e+00
1.094500000000000473e-01,-2.568430521363669894e-01,-2.805670435113609140e-01,-2.372399137499392463e-02,5.000000000000000000e+00,1.000000000000000000e+00
1.214000000000000634e-01,-2.793076014130280171e-01,-2.997209739275896179e-01,-2.041337251456160073e-02,5.000000000000000000e+00,1.000000000000000000e+00
1.333500000000000796e-01,-1.247372146519760916e+00,-1.264952092459396660e+00,-1.757994593963574381e-02,5.000000000000000000e+00,1.000000000000000000e+00
1.453000000000000957e-01,-1.674849266920519053e+00,-1.690019138420201683e+00,-1.516987149968263004e-02,5.000000000000000000e+00,1.000000000000000000e+00
