problem,method,noise_std,seed,d_true,d_guess,phi_true,phi_guess,success,failure_reason,time_s,peak_rss_mib,objective,estimate,error_abs,error_rel,log_tail
infer_phi0,TNC,0.02,20260213,,,1.5,10.0,True,,4.200520333000895,311.640625,0.00010232980992823383,1.500218930005813,0.0002189300058130783,0.00014595333720871886,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:129: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, bounds=bounds, **kwargs)\nj = 36.12324144872743, phi0 = [10.]\nj = 36.12324005550481, phi0 = [9.99999984]\nj = 0.00010233009980865253, phi0 = [1.50019485]\nj = 0.00010233009285446487, phi0 = [1.50019514]\nj = 0.00010232980992823383, phi0 = [1.50021893]\nj = 0.00010232980992823383, phi0 = [1.50021893]"
infer_D,Newton-CG,0.02,20260213,"[1.0, 3.0]","[0.3, 0.3]",,,True,,11.91761087499981,350.078125,0.00019195000264978643,"[1.0647512710045202, 1.977941098577342]",1.0241079655358567,0.3238513741014528,"step 0\nstep 0\nj = 0.0003646367384014307, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.00022598561580752265, m = [-0.55747895], [-0.47414177], D = [0.57265093], [0.62241901]\nj = 0.0001986282871204121, m = [-0.11506123], [0.01990001], D = [0.89131156], [1.02009934]\nj = 0.00019195000264978643, m = [0.06274122], [0.68205645], D = [1.06475127], [1.9779411]\nj = 0.00019195000264978643, m = [0.06274122], [0.68205645], D = [1.06475127], [1.9779411]"
infer_D,Newton-CG,0.02,20260213,"[1.0, 3.0]","[10.0, 10.0]",,,True,,4.97258950000105,318.359375,0.00022095944497746374,"[10.000000000000002, 10.000000000000002]",11.401754250991383,3.60555127546399,"step 0\nstep 0\nj = 0.00022095944497746374, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 0.00022095944497746374, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,Newton-CG,0.02,20260213,"[0.5, 2.0]","[0.3, 0.3]",,,True,,16.536656708998635,356.8125,0.00019143290975427558,"[0.49823970899060954, 1.9969242965553804]",0.003543808137722156,0.0017189994433825725,"step 0\nstep 0\nj = 0.0003337330622847679, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 0.0002243066791145174, m = [-0.86960452], [-0.48989966], D = [0.41911727], [0.61268787]\nj = 0.00019827993848764495, m = [-0.87017807], [0.06594318], D = [0.41887695], [1.06816603]\nj = 0.00019228455687068862, m = [-0.73392234], [0.4643399], D = [0.48002248], [1.59096365]\nj = 0.00020163767967905632, m = [-0.47092557], [1.83793972], D = [0.62442405], [6.28357897]\nj = 0.00019144431893544306, m = [-0.69102724], [0.68837574], D = [0.50106109], [1.99047984]\nj = 0.0008031913935230677, m = [-1.13418707], [0.94205746], D = [0.32168352], [2.56525389]\nj = 0.00019166618173106794, m = [-0.72185203], [0.70602103], D = [0.48585161], [2.02591415]\nj = 0.00019143290975427558, m = [-0.69667397], [0.69160815], D = [0.49823971], [1.9969243]\nj = 0.00019143290975427558, m = [-0.69667397], [0.69160815], D = [0.49823971], [1.9969243]"
infer_D,Newton-CG,0.02,20260213,"[0.5, 2.0]","[10.0, 10.0]",,,False,"ConvergenceError: Nonlinear solve failed to converge after 80 nonlinear iterations.
Reason:
   DIVERGED_MAX_IT",6.01361554200048,318.890625,,,,,"step 0\nstep 0\nj = 0.0002837547318763753, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_phi0,Newton-CG,0.02,20260213,,,0.5,0.2,True,,6.535504500003299,330.96875,0.00010232980992823376,0.5002189300057178,0.00021893000571782117,0.00043786001143564235,"step 0\nstep 0\nj = 0.0451680327768242, phi0 = [0.2]\nj = 0.00010232980992823376, phi0 = [0.50021893]\nj = 0.00010232980992823376, phi0 = [0.50021893]"
infer_phi0,Newton-CG,0.02,20260213,,,0.5,10.0,True,,6.982458292000956,331.0625,0.00010232980992823382,0.5002189300067652,0.00021893000676520558,0.00043786001353041115,"step 0\nstep 0\nj = 45.123022518721484, phi0 = [10.]\nj = 0.00010232980992823382, phi0 = [0.50021893]\nj = 0.00010232980992823382, phi0 = [0.50021893]"
infer_phi0,Newton-CG,0.02,20260213,,,1.5,0.2,True,,7.014873957999953,342.765625,0.00010232980992823388,1.5002189300055782,0.00021893000557815512,0.00014595333705210342,"step 0\nstep 0\nj = 0.8453869627825186, phi0 = [0.2]\nj = 0.00010232980992823388, phi0 = [1.50021893]\nj = 0.00010232980992823388, phi0 = [1.50021893]"
infer_phi0,Newton-CG,0.02,20260213,,,1.5,10.0,True,,6.8861462919994665,333.09375,0.00010232980992823402,1.500218930006831,0.00021893000683093078,0.00014595333788728718,"step 0\nstep 0\nj = 36.12324144872743, phi0 = [10.]\nj = 0.00010232980992823402, phi0 = [1.50021893]\nj = 0.00010232980992823402, phi0 = [1.50021893]"
infer_D,BFGS,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,4.288989665998088,326.046875,1.4871413800889666e-12,"[0.9997924264645253, 0.9997924259923145]",0.0002935536429616938,0.0002075737715802283,"j = 0.0001270937626217759, m = [-1.20323541], [-1.20323541], D = [0.3002213], [0.3002213]\nj = 0.0001263999329228922, m = [-1.20087575], [-1.20087575], D = [0.30093056], [0.30093056]\nj = 0.00012365118772424897, m = [-1.19143713], [-1.19143713], D = [0.30378437], [0.30378437]\nj = 0.0001130749173718153, m = [-1.15368262], [-1.15368262], D = [0.31547286], [0.31547286]\nj = 7.705084069592988e-05, m = [-1.00266459], [-1.00266459], D = [0.3669005], [0.3669005]\nj = 1.4885265813843593e-05, m = [-0.52590444], [-0.52590444], D = [0.59102058], [0.59102058]\nj = 3.784210700619127e-06, m = [-0.29164574], [-0.29164574], D = [0.74703313], [0.74703313]\nj = 5.299031298579612e-07, m = [-0.11760508], [-0.11760508], D = [0.88904708], [0.88904708]\nj = 4.0287730732329105e-08, m = [-0.03365841], [-0.03365841], D = [0.96690173], [0.96690173]\nj = 7.691030760172801e-10, m = [-0.00471141], [-0.00471141], D = [0.99529967], [0.99529967]\nj = 1.4871413800889666e-12, m = [-0.0002076], [-0.0002076], D = [0.99979243], [0.99979243]\nj = 1.4871413800889666e-12, m = [-0.0002076], [-0.0002076], D = [0.99979243], [0.99979243]"
infer_D,BFGS,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,5.0531067500050995,328.546875,3.42816456766627e-14,"[0.9999684805306108, 0.9999684774779564]",4.4577419693905955e-05,3.152099575335965e-05,"j = 2.118050624577425e-05, m = [1.33413546], [1.33413546], D = [3.79671211], [3.7967121]\nj = 0.0002713755687823001, m = [-1.57122453], [-1.57122454], D = [0.20779058], [0.20779058]\nj = 5.28561305030209e-06, m = [0.49129167], [0.49129166], D = [1.63442599], [1.63442599]\nj = 0.003132859988464443, m = [-4.25566323], [-4.25566324], D = [0.01418368], [0.01418368]\nj = 4.609624671153717e-06, m = [0.45022288], [0.45022288], D = [1.56866177], [1.56866176]\nj = 4.624569048199784e-07, m = [-0.11022322], [-0.11022323], D = [0.89563419], [0.89563418]\nj = 3.0010479605102916e-07, m = [0.09750213], [0.09750212], D = [1.10241379], [1.10241378]\nj = 5.7844973335316456e-08, m = [0.04172825], [0.04172825], D = [1.04261111], [1.04261111]\nj = 1.3653170511197553e-09, m = [-0.00627292], [-0.00627292], D = [0.99374671], [0.99374671]\nj = 4.616540499980979e-12, m = [0.00036586], [0.00036586], D = [1.00036593], [1.00036592]\nj = 3.42816456766627e-14, m = [-3.15199661e-05], [-3.15230189e-05], D = [0.99996848], [0.99996848]\nj = 3.42816456766627e-14, m = [-3.15199661e-05], [-3.15230189e-05], D = [0.99996848], [0.99996848]"
infer_D,L-BFGS-B,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,3.387197791998915,308.640625,1.7443410870215393e-12,"[0.9997751955356085, 0.9997751955354879]",0.0003179215225098029,0.00022480446445183322,"step 0\nstep 0\nj = 0.00012731113145689974, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 1.2985358590345453e-05, m = [-0.49686602], [-0.49686602], D = [0.60843449], [0.60843449]\nj = 4.230914289551817e-06, m = [-0.30647129], [-0.3064713], D = [0.73603965], [0.73603965]\nj = 5.315381488734246e-07, m = [-0.11777746], [-0.11777746], D = [0.88889384], [0.88889384]\nj = 4.373698359409513e-08, m = [-0.03504784], [-0.03504784], D = [0.96555922], [0.96555922]\nj = 8.344543366176674e-10, m = [-0.00490707], [-0.00490707], D = [0.99510495], [0.99510495]\nj = 1.7443410870215393e-12, m = [-0.00022483], [-0.00022483], D = [0.9997752], [0.9997752]\nj = 1.7443410870215393e-12, m = [-0.00022483], [-0.00022483], D = [0.9997752], [0.9997752]"
infer_D,L-BFGS-B,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,3.8611431249955785,318.46875,8.044927437624665e-10,"[0.9951932319808552, 0.9951932316495271]",0.006797796758140186,0.004806768184808854,"j = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 2.7152100198463496e-05, m = [1.59547831], [1.59547831], D = [4.93068692], [4.93068691]\nj = 0.00013606093375969884, m = [-1.23294881], [-1.23294882], D = [0.29143193], [0.29143193]\nj = 6.506951152928353e-06, m = [0.56316877], [0.56316877], D = [1.75622878], [1.75622878]\nj = 0.004106689127795119, m = [-5.56501257], [-5.56501257], D = [0.00382953], [0.00382953]\nj = 5.929080866839836e-06, m = [0.52946704], [0.52946704], D = [1.69802709], [1.69802708]\nj = 1.7502440657768915e-06, m = [-0.20571068], [-0.20571068], D = [0.81406857], [0.81406857]\nj = 9.226378331651839e-07, m = [0.17738919], [0.17738919], D = [1.19409573], [1.19409573]\nj = 4.020572101932779e-06, m = [-0.29961389], [-0.29961388], D = [0.74110432], [0.74110432]\nj = 9.546401256652704e-09, m = [0.01676075], [0.01676075], D = [1.016902], [1.016902]\nj = 8.044927437624665e-10, m = [-0.00481836], [-0.00481836], D = [0.99519323], [0.99519323]\nj = 8.044927437624665e-10, m = [-0.00481836], [-0.00481836], D = [0.99519323], [0.99519323]"
infer_D,CG,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,37.842062707997684,352.828125,1.0773193603011595e-13,"[1.00005588270784, 1.000055882708457]",7.9030083765734e-05,5.588270814849138e-05,"j = 9.836878153154005e-12, m = [-0.00053383], [-0.00053383], D = [0.99946631], [0.99946631]\nj = 9.836198740242601e-12, m = [-0.00053382], [-0.00053382], D = [0.99946633], [0.99946633]\nj = 9.83348132152165e-12, m = [-0.00053374], [-0.00053374], D = [0.9994664], [0.9994664]\nj = 9.822615402910856e-12, m = [-0.00053345], [-0.00053345], D = [0.9994667], [0.9994667]\nj = 9.779211821410492e-12, m = [-0.00053227], [-0.00053227], D = [0.99946787], [0.99946787]\nj = 9.606559023562197e-12, m = [-0.00052755], [-0.00052755], D = [0.99947259], [0.99947259]\nj = 8.931331937285289e-12, m = [-0.00050868], [-0.00050868], D = [0.99949145], [0.99949145]\nj = 6.476547166624456e-12, m = [-0.00043318], [-0.00043318], D = [0.99956691], [0.99956691]\nj = 5.939773327584822e-13, m = [-0.0001312], [-0.0001312], D = [0.99986881], [0.99986881]\nj = 3.9958741647086844e-11, m = [0.00107671], [0.00107671], D = [1.00107729], [1.00107729]\nj = 1.0773193603011595e-13, m = [5.58811465e-05], [5.58811471e-05], D = [1.00005588], [1.00005588]\nj = 1.0773193603011595e-13, m = [5.58811465e-05], [5.58811471e-05], D = [1.00005588], [1.00005588]"
infer_D,CG,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,9.878080665999732,331.671875,1.2338470363236863e-12,"[1.0001891432885084, 1.000189143283729]",0.00026748900046094046,0.00018914328611874254,"j = 2.9428634827725244e-10, m = [0.00292443], [0.00292443], D = [1.00292871], [1.00292871]\nj = 2.138796108348131e-10, m = [0.00249262], [0.00249262], D = [1.00249573], [1.00249573]\nj = 2.019722053145985e-11, m = [0.00076538], [0.00076538], D = [1.00076567], [1.00076567]\nj = 2.0195828820660097e-11, m = [0.00076536], [0.00076536], D = [1.00076565], [1.00076565]\nj = 2.019026244825934e-11, m = [0.00076525], [0.00076525], D = [1.00076554], [1.00076554]\nj = 2.0168004630674424e-11, m = [0.00076483], [0.00076483], D = [1.00076512], [1.00076512]\nj = 2.0079096026674357e-11, m = [0.00076314], [0.00076314], D = [1.00076343], [1.00076343]\nj = 1.9725424320402482e-11, m = [0.00075639], [0.00075639], D = [1.00075667], [1.00075667]\nj = 1.8342141895632315e-11, m = [0.00072937], [0.00072937], D = [1.00072964], [1.00072964]\nj = 1.3311547020358805e-11, m = [0.00062132], [0.00062132], D = [1.00062152], [1.00062152]\nj = 1.2338470363236863e-12, m = [0.00018913], [0.00018913], D = [1.00018914], [1.00018914]\nj = 1.2338470363236863e-12, m = [0.00018913], [0.00018913], D = [1.00018914], [1.00018914]"
infer_D,SLSQP,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,3.987896417005686,319.234375,3.630500742323787e-11,"[0.998975193976678, 0.9989751935058006]",0.001449294909944286,0.0010248062587607512,"j = 0.0001272676368310292, m = [-1.20382533], [-1.20382533], D = [0.30004425], [0.30004425]\nj = 0.00012705037221866317, m = [-1.20308811], [-1.20308811], D = [0.30026553], [0.30026553]\nj = 0.0001259692461540582, m = [-1.19940645], [-1.19940645], D = [0.30137304], [0.30137304]\nj = 0.00012069156866683579, m = [-1.18110823], [-1.18110823], D = [0.30693839], [0.30693839]\nj = 9.726714529664793e-05, m = [-1.0923255], [-1.0923255], D = [0.33543553], [0.33543553]\nj = 3.134879219759104e-05, m = [-0.71082647], [-0.71082648], D = [0.49123803], [0.49123803]\nj = 7.291274937790901e-06, m = [-0.38886082], [-0.38886082], D = [0.6778286], [0.6778286]\nj = 1.3740649461980626e-06, m = [-0.18398172], [-0.18398172], D = [0.83195101], [0.83195101]\nj = 1.4547542015343132e-07, m = [-0.06312286], [-0.06312286], D = [0.93882813], [0.93882812]\nj = 5.733976189034937e-09, m = [-0.01281742], [-0.01281742], D = [0.98726437], [0.98726437]\nj = 3.630500742323787e-11, m = [-0.00102533], [-0.00102533], D = [0.99897519], [0.99897519]\nj = 3.630500742323787e-11, m = [-0.00102533], [-0.00102533], D = [0.99897519], [0.99897519]"
infer_D,SLSQP,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,2.4278996249995544,297.25,4.448135871838522e-05,"[10.000000000000002, 10.000000000000002]",12.727922061357857,9.0,"step 0\nstep 0\nj = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,TNC,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,4.317722291001701,321.421875,1.3220822312454178e-16,"[0.9999980424598598, 0.9999980424610003]",2.768379008692899e-06,1.957539569941241e-06,"j = 4.826958906699644e-05, m = [2.48572424], [2.48572424], D = [12.00981514], [12.00981512]\nj = 1.3464570678750697e-05, m = [0.94835047], [0.94835047], D = [2.58144798], [2.58144798]\nj = 1.3464570593157348e-05, m = [0.94835047], [0.94835047], D = [2.58144797], [2.58144796]\nj = 1.242395051689257e-05, m = [-0.48776635], [-0.48776635], D = [0.61399632], [0.61399632]\nj = 1.4802908562830012e-06, m = [0.23029206], [0.23029206], D = [1.25896765], [1.25896765]\nj = 6.412002827177924e-07, m = [-0.12873714], [-0.12873714], D = [0.87920504], [0.87920504]\nj = 8.495062185730651e-08, m = [0.05077746], [0.05077746], D = [1.05208873], [1.05208873]\nj = 8.4950484840794e-08, m = [0.05077742], [0.05077742], D = [1.05208869], [1.05208869]\nj = 5.002052354230101e-11, m = [-0.00120343], [-0.00120343], D = [0.9987973], [0.9987973]\nj = 5.0017101333099506e-11, m = [-0.00120339], [-0.00120339], D = [0.99879734], [0.99879734]\nj = 1.3220822312454178e-16, m = [-1.95754206e-06], [-1.95754092e-06], D = [0.99999804], [0.99999804]\nj = 1.3220822312454178e-16, m = [-1.95754206e-06], [-1.95754092e-06], D = [0.99999804], [0.99999804]"
infer_D,TNC,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,3.419986125001742,314.28125,2.201575392981809e-16,"[0.9999974739198817, 0.9999974739112755]",3.5724228484724925e-06,2.5260844214206615e-06,"step 0\nstep 0\n/opt/miniconda3/envs/pnp_py312/lib/python3.12/site-packages/pyadjoint/optimization/optimization.py:131: OptimizeWarning: Unknown solver options: maxiter\n  res = scipy_minimize(J, m_global, method=method, **kwargs)\nj = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 4.448135794703841e-05, m = [2.30258506], [2.30258506], D = [9.99999965], [9.99999965]\nj = 3.7982114754174954e-08, m = [-0.03269522], [-0.03269522], D = [0.96783349], [0.96783349]\nj = 3.798209898208302e-08, m = [-0.03269521], [-0.03269522], D = [0.9678335], [0.96783349]\nj = 6.457583819553327e-11, m = [-0.00136725], [-0.00136725], D = [0.99863368], [0.99863368]\nj = 6.456930426806131e-11, m = [-0.00136718], [-0.00136718], D = [0.99863375], [0.99863375]\nj = 2.201575392981809e-16, m = [-2.52608331e-06], [-2.52609192e-06], D = [0.99999747], [0.99999747]\nj = 2.201575392981809e-16, m = [-2.52608331e-06], [-2.52609192e-06], D = [0.99999747], [0.99999747]"
infer_D,Newton-CG,0.0,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,7.389343709000968,333.8125,1.4962842278566365e-10,"[1.0020866549119023, 1.0020866548891392]",0.0029509756603087046,0.0020866549005207347,"step 0\nstep 0\nj = 0.00012731113145689974, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 1.961617832097803e-05, m = [-0.58902342], [-0.58902342], D = [0.5548689], [0.5548689]\nj = 3.7704130396750163e-07, m = [-0.0999754], [-0.0999754], D = [0.90485968], [0.90485968]\nj = 5.922295778547431e-05, m = [4.83476792], [4.83476793], D = [125.80938253], [125.80938274]\nj = 2.4703220761697635e-06, m = [0.3085736], [0.3085736], D = [1.36148172], [1.36148172]\nj = 1.4962842278566365e-10, m = [0.00208448], [0.00208448], D = [1.00208665], [1.00208665]\nj = 1.4962842278566365e-10, m = [0.00208448], [0.00208448], D = [1.00208665], [1.00208665]"
infer_D,Newton-CG,0.0,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,4.378165333000652,320.3125,4.448135871838522e-05,"[10.000000000000002, 10.000000000000002]",12.727922061357857,9.0,"step 0\nstep 0\nj = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]\nj = 4.448135871838522e-05, m = [2.30258509], [2.30258509], D = [10.], [10.]"
infer_D,BFGS,0.005,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,6.766677458996128,326.328125,1.179779119338722e-05,"[0.9509817494457595, 0.9700579163556403]",0.057439683672215046,0.040615989833833466,"j = 1.1797798685880525e-05, m = [-0.0498712], [-0.0309583], D = [0.95135195], [0.969516]\nj = 1.1797798646379748e-05, m = [-0.04986049], [-0.03094396], D = [0.95136214], [0.96952991]\nj = 1.179779857320302e-05, m = [-0.04985064], [-0.03092779], D = [0.95137151], [0.96954558]\nj = 1.1797798435810312e-05, m = [-0.0498406], [-0.03090626], D = [0.95138107], [0.96956645]\nj = 1.179779817892455e-05, m = [-0.04983038], [-0.03087449], D = [0.95139079], [0.96959726]\nj = 1.1797797707664217e-05, m = [-0.04982182], [-0.0308247], D = [0.95139893], [0.96964554]\nj = 1.1797796878135043e-05, m = [-0.04982116], [-0.03074413], D = [0.95139956], [0.96972366]\nj = 1.179779554065637e-05, m = [-0.04984645], [-0.03061369], D = [0.95137549], [0.96985016]\nj = 1.1797793841582636e-05, m = [-0.04994084], [-0.03043442], D = [0.9512857], [0.97002404]\nj = 1.1797792592215144e-05, m = [-0.05006007], [-0.03037299], D = [0.95117228], [0.97008364]\nj = 1.179779119338722e-05, m = [-0.05026041], [-0.0303995], D = [0.95098175], [0.97005792]\nj = 1.179779119338722e-05, m = [-0.05026041], [-0.0303995], D = [0.95098175], [0.97005792]"
infer_D,BFGS,0.005,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,8.076376167002309,326.90625,1.1797791208048906e-05,"[0.9508181122084249, 0.9700225461297495]",0.05759779359737731,0.040727790434088605,"j = 1.1799070110930274e-05, m = [-0.04533591], [-0.03680681], D = [0.95567641], [0.96386233]\nj = 1.1799050074924796e-05, m = [-0.04566996], [-0.03699002], D = [0.95535722], [0.96368576]\nj = 1.179901339146358e-05, m = [-0.04608994], [-0.03714642], D = [0.95495607], [0.96353504]\nj = 1.1798946094806254e-05, m = [-0.04667655], [-0.03725588], D = [0.95439605], [0.96342958]\nj = 1.1798825026965031e-05, m = [-0.04755141], [-0.03724441], D = [0.95356145], [0.96344063]\nj = 1.1798618363166477e-05, m = [-0.04889487], [-0.03691336], D = [0.95228123], [0.96375963]\nj = 1.1798309915007187e-05, m = [-0.05090996], [-0.03574678], D = [0.95036424], [0.96488459]\nj = 1.1798055536616246e-05, m = [-0.05222738], [-0.03379662], D = [0.94911304], [0.96676811]\nj = 1.1797881488270632e-05, m = [-0.05210234], [-0.03182405], D = [0.94923171], [0.96867701]\nj = 1.1797800103824658e-05, m = [-0.05101258], [-0.03051215], D = [0.95026672], [0.96994864]\nj = 1.1797791208048906e-05, m = [-0.05043249], [-0.03043596], D = [0.95081811], [0.97002255]\nj = 1.1797791208048906e-05, m = [-0.05043249], [-0.03043596], D = [0.95081811], [0.97002255]"
infer_D,L-BFGS-B,0.005,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,3.552244332997361,307.984375,1.1797791317592672e-05,"[0.9508234264303486, 0.969809858675534]",0.057704246128361884,0.040803063740622265,"step 0\nstep 0\nj = 0.00013381291289378956, m = [-1.2039728], [-1.2039728], D = [0.3], [0.3]\nj = 2.3106009950525093e-05, m = [-0.50263746], [-0.49114131], D = [0.60493306], [0.6119276]\nj = 1.5408867893844342e-05, m = [-0.32209008], [-0.31315989], D = [0.72463291], [0.731133]\nj = 1.2203796961983173e-05, m = [-0.1489424], [-0.13221969], D = [0.86161875], [0.87614849]\nj = 1.1826214688664195e-05, m = [-0.07643367], [-0.05910497], D = [0.92641437], [0.94260782]\nj = 1.1798185801183105e-05, m = [-0.05346394], [-0.03390475], D = [0.94794012], [0.96666357]\nj = 1.1797791317592672e-05, m = [-0.05042691], [-0.03065525], D = [0.95082343], [0.96980986]\nj = 1.1797791317592672e-05, m = [-0.05042691], [-0.03065525], D = [0.95082343], [0.96980986]"
infer_D,L-BFGS-B,0.005,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,4.386743832998036,318.46875,1.1797793916591362e-05,"[0.9508643965914746, 0.9703224370016409]",0.05740265906594804,0.04058980948367131,"j = 4.122966988041927e-05, m = [1.59421408], [1.59674481], D = [4.92445732], [4.93693557]\nj = 0.00014238764735141697, m = [-1.23926997], [-1.22661633], D = [0.28959555], [0.29328327]\nj = 1.9091932338149752e-05, m = [0.53347942], [0.53979973], D = [1.70485391], [1.71566324]\nj = 0.0045753205286039565, m = [-9.12073933], [-7.25885243], D = [0.00010937], [0.00070392]\nj = 1.8121053432131822e-05, m = [0.47563226], [0.49307095], D = [1.6090312], [1.63733669]\nj = 1.365993009785857e-05, m = [-0.30707822], [-0.13920049], D = [0.73559306], [0.87005357]\nj = 1.2856020647641044e-05, m = [0.09610274], [0.18648802], D = [1.10087216], [1.20501018]\nj = 1.7413223540498636e-05, m = [-0.30137103], [-0.42794237], D = [0.73980323], [0.65184898]\nj = 1.181348038799132e-05, m = [-0.03035041], [-0.00898817], D = [0.97010554], [0.9910521]\nj = 1.1799295708179267e-05, m = [-0.0560198], [-0.0374922], D = [0.94552041], [0.96320193]\nj = 1.1797793916591362e-05, m = [-0.05038382], [-0.03012685], D = [0.9508644], [0.97032244]\nj = 1.1797793916591362e-05, m = [-0.05038382], [-0.03012685], D = [0.9508644], [0.97032244]"
infer_D,CG,0.005,20260211,"[1.0, 1.0]","[0.3, 0.3]",,,True,,9.877883332999772,327.703125,1.1797791679122887e-05,"[0.951041033107636, 0.9701039361229762]",0.05736510328158299,0.040563253533873994,"j = 1.1798337547295822e-05, m = [-0.04649188], [-0.02666852], D = [0.95457231], [0.97368395]\nj = 1.179817753127873e-05, m = [-0.04711578], [-0.02726868], D = [0.95397694], [0.97309975]\nj = 1.1797813807150099e-05, m = [-0.0496114], [-0.02966934], D = [0.95159915], [0.97076647]\nj = 1.1797813805452132e-05, m = [-0.04961142], [-0.02966937], D = [0.95159912], [0.97076644]\nj = 1.1797813798660869e-05, m = [-0.04961153], [-0.0296695], D = [0.95159902], [0.97076632]\nj = 1.1797813771505746e-05, m = [-0.04961196], [-0.02967], D = [0.95159861], [0.97076584]\nj = 1.1797813663045929e-05, m = [-0.04961368], [-0.029672], D = [0.95159697], [0.9707639]\nj = 1.179781323177408e-05, m = [-0.04962056], [-0.02968], D = [0.95159043], [0.97075613]\nj = 1.1797811547768925e-05, m = [-0.04964806], [-0.029712], D = [0.95156426], [0.97072506]\nj = 1.1797805469155721e-05, m = [-0.04975806], [-0.02984001], D = [0.95145959], [0.97060081]\nj = 1.1797791679122887e-05, m = [-0.05019807], [-0.03035206], D = [0.95104103], [0.97010394]\nj = 1.1797791679122887e-05, m = [-0.05019807], [-0.03035206], D = [0.95104103], [0.97010394]"
infer_D,CG,0.005,20260211,"[1.0, 1.0]","[10.0, 10.0]",,,True,,10.80737924999994,330.203125,1.1797790980788313e-05,"[0.9509681230875977, 0.9700111496230691]",0.05747570008693167,0.04064145728491362,"j = 1.179789199295223e-05, m = [-0.04888743], [-0.02867765], D = [0.95228833], [0.97172965]\nj = 1.1797862396736685e-05, m = [-0.04911984], [-0.02896854], D = [0.95206703], [0.97144702]\nj = 1.1797795089726636e-05, m = [-0.05004948], [-0.03013213], D = [0.95118236], [0.97031732]\nj = 1.179779508941163e-05, m = [-0.05004949], [-0.03013214], D = [0.95118235], [0.9703173]\nj = 1.1797795088151607e-05, m = [-0.05004953], [-0.0301322], D = [0.95118231], [0.97031725]\nj = 1.1797795083113577e-05, m = [-0.0500497], [-0.03013243], D = [0.95118215], [0.97031702]\nj = 1.1797795062991081e-05, m = [-0.05005036], [-0.03013336], D = [0.95118153], [0.97031613]\nj = 1.1797794982976968e-05, m = [-0.050053], [-0.03013706], D = [0.95117901], [0.97031254]\nj = 1.179779467053493e-05, m = [-0.05006355], [-0.03015185], D = [0.95116897], [0.97029818]\nj = 1.1797793542604986e-05, m = [-0.05010579], [-0.03021102], D = [0.9511288], [0.97024077]\nj = 1.1797790980788313e-05, m = [-0.05027474], [-0.03044771], D = [0.95096812], [0.97001115]\nj = 1.1797790980788313e-05, m = [-0.05027474], [-0.03044771], D = [0.95096812], [0.97001115]"
