evaluation,iteration,objective,grad_norm,n_failed_points,used_anisotropy_recovery,k0_0,k0_1,grad_0,grad_1,effective_k0_0,effective_k0_1
32,16,0.00022053038571863211,1.8560401018688846e-05,0,0,0.001310811536777666,1.0082239739177013e-08,-0.005999449621830878,175.46760471151683,0.001310811536777666,1.0082239739177013e-08
33,17,0.0005157199829050671,0.0029104487574794263,0,1,0.0013250903813169213,1e-08,-0.953890847169881,79.31103568697519,0.0006643652802038655,1.8250895454049232e-06
34,17,0.0002205303796129751,1.8532458152284382e-05,0,0,0.0013108123238323964,1.0082235162761941e-08,-0.0059899563912857,175.46765763113905,0.0013108123238323964,1.0082235162761941e-08
35,17,0.0005190676950355381,0.0029309435630034404,0,1,0.0013179320172231918,1.0041033394408128e-08,-0.9658255107397233,79.85217043805501,0.0006607848955924511,1.8239074975523726e-06
36,17,0.0002205303776459804,1.8532204419884027e-05,0,0,0.001310812519619195,1.0082234024339115e-08,-0.005989869343608845,175.46766570169666,0.001310812519619195,1.0082234024339115e-08
37,17,0.0002205303720493871,1.8532406530480914e-05,0,0,0.0013108125777150407,1.0082233686534814e-08,-0.0059899377182680656,175.4676723123319,0.0013108125777150407,1.0082233686534814e-08
38,17,0.00022050665595954805,1.4458234529064642e-05,0,0,0.0013143674770586479,1.0061612452123309e-08,-0.004584020376071691,175.7171131551933,0.0013143674770586479,1.0061612452123309e-08
39,18,0.0005148707577933324,0.0029051992490791716,0,1,0.0013270975136288816,1e-08,-0.9507302525868112,79.1662640269277,0.0006653702242953671,1.8264674809263531e-06
40,18,0.0002205066527535396,1.443100976177772e-05,0,0,0.0013143679647416547,1.0061610073070183e-08,-0.004574643000996662,175.71714966740507,0.0013143679647416547,1.0061610073070183e-08
41,18,0.000517801351513458,0.002923192448945368,0,1,0.0013207174027785441,1.0030757734623135e-08,-0.9612397747505697,79.64382284201497,0.0006621785775047792,1.8248914943743707e-06
42,18,0.00022050665153145065,1.4430846033013168e-05,0,0,0.0013143680860778254,1.0061609481158883e-08,-0.0045745862237796305,175.7171445722389,0.0013143680860778254,1.0061609481158883e-08
43,18,0.00022050664622706611,1.4431088655111799e-05,0,0,0.0013143681063603387,1.0061609382215192e-08,-0.004574669722453164,175.71714271270756,0.0013143681063603387,1.0061609382215192e-08
44,18,0.0005192733885912046,0.0029321921624138815,0,1,0.001317538929871592,1.0046171715305883e-08,-0.966525234486664,79.88353902853062,0.0006605885459078181,1.824104057879679e-06
45,18,0.00022050665151987758,1.4430801454302828e-05,0,0,0.0013143681366480035,1.0061609234463619e-08,-0.004574570697257619,175.71714763725834,0.0013143681366480035,1.0061609234463619e-08
46,19,0.0005205617274778051,0.0029401891603336133,0,1,0.001313776178305454,1e-08,-0.9719369994022602,80.13569433705032,0.0006587003916787319,1.817302526004869e-06
47,19,0.00022050665129477333,1.4430821165233516e-05,0,0,0.001314368103678242,1.0061609102260589e-08,-0.00457457759131742,175.71715408388883,0.001314368103678242,1.0061609102260589e-08
48,19,0.00022050664608356678,1.4431086864440628e-05,0,0,0.001314368106357101,1.0061609381877297e-08,-0.004574669090953821,175.71714928848868,0.001314368106357101,1.0061609381877297e-08
49,19,0.0002205066524294207,1.445751882607312e-05,0,0,0.0013143681063539601,1.0061609381549421e-08,-0.004583771754735559,175.7171542206518,0.0013143681063539601,1.0061609381549421e-08
50,19,0.00022050665672570976,1.4483894425661992e-05,0,0,0.0013143681063555314,1.0061609381713358e-08,-0.0045928535988230094,175.7171507715263,0.0013143681063555314,1.0061609381713358e-08
51,19,0.00022050664629059657,1.4510260653912874e-05,0,0,0.0013143681063563161,1.0061609381795317e-08,-0.004601930792024411,175.71715015247355,0.0013143681063563161,1.0061609381795317e-08
