phi_applied,target_current_density,simulated_current_density
-1,0.005545503064600876,-0.0002805268363240689
-2.357142857142857,0.004829851556167808,-0.0009381909434203115
-3.714285714285714,0.00319967604833945,-0.00235203222170755
-5.071428571428571,-0.01270094751799769,-0.005524168953637762
-6.428571428571429,-0.03928683517610057,-0.01254550036426994
-7.785714285714286,0.006101914734941021,-0.02719803238669201
-9.142857142857142,-0.05951434480270591,-0.05416168781541388
-10.5,-0.1035077825420291,-0.09398918573090433
-11.85714285714286,-0.148854529164764,-0.1375490320004094
-13.21428571428572,-0.1435256345964824,-0.1732590625922554
-14.57142857142857,-0.2127781645972391,-0.199085312910283
-15.92857142857143,-0.2115331325588076,-0.2208571208700085
-17.28571428571428,-0.2416355799510849,-0.245221090566391
-18.64285714285714,-0.2790330708449036,-0.275566852345297
-20,-0.3128645558320001,-0.309915036388076
