problem,method,noise_std,n_runs,n_success,success_rate,median_time_s,median_peak_rss_mib,median_error_rel,median_objective
infer_D,BFGS,0.0,4,4,1.0,10.59284504199968,337.9921875,6.214742700932029e-05,7.972341376392564e-14
infer_D,BFGS,0.005,40,40,1.0,10.223727104497812,333.515625,0.02415968535511593,1.2763733816725964e-05
infer_D,BFGS,0.02,40,40,1.0,9.910742916499657,334.9375,0.09253364537736306,0.00020421685427883987
infer_D,L-BFGS-B,0.0,4,3,0.75,5.057298457999423,315.96875,0.0008751918500556164,2.8005189683172494e-11
infer_D,L-BFGS-B,0.005,40,35,0.875,5.105063250000967,320.625,0.024118940452800545,1.2782218046157196e-05
infer_D,L-BFGS-B,0.02,40,38,0.95,5.018522583501181,320.640625,0.09402967347430044,0.00020391281108486826
