phi_applied,target_current_density,simulated_current_density
-1,-0.007374144457341952,-0.00532759428356654
-2,-0.02721080290953056,-0.02692124693545892
-3,-0.06202917813359604,-0.06621889476446663
-4,-0.1079505401508506,-0.1056160114007643
-5,-0.1355706979747765,-0.1344756316950916
-6,-0.1532335800100144,-0.1527954219756798
-7,-0.1652563670807959,-0.1638064514489231
-8,-0.168345056302483,-0.1703282793026861
-9,-0.1757782868892749,-0.174213389912382
-10,-0.177500655837663,-0.1765773931107393
