evaluation,iteration,point_index,phi_applied,target_flux,simulated_flux,point_objective,dJ_dkappa0,dJ_dkappa1,converged,steps_taken,reason
1,0,0,0.0,-0.030937673023731047,-3.065039541616521e-16,0.0004785698060616162,0.00043289968129783086,-0.0004328996812978226,1,5,
1,0,1,0.002857142857142857,-0.044601840033781315,-0.018756326194766727,0.00033399529280128774,0.000331356193777618,-0.00035615163329064657,1,19,
1,0,2,0.005714285714285714,-0.05575699872959258,-0.037535738792801074,0.00016600715684205293,0.00022399931178820868,-0.0002589246131724771,1,19,
1,0,3,0.008571428571428572,-0.06946871324949214,-0.05636212747179462,8.58912953740883e-05,0.00015381134374339446,-0.00019142675934406158,1,19,
1,0,4,0.011428571428571429,-0.07660993909248412,-0.07526102711197817,9.097817655751544e-07,1.5037811183177053e-05,-2.0185838208322962e-05,1,19,
1,0,5,0.014285714285714285,-0.09862959933751624,-0.09426054064607604,9.544336924638183e-06,4.601475419780645e-05,-6.678598569742671e-05,1,19,
1,0,6,0.017142857142857144,-0.11834591951019131,-0.11339239283606661,1.2268713255661398e-05,4.898247443573979e-05,-7.711381785038964e-05,1,19,
1,0,7,0.02,-0.1213483772150977,-0.13270943517138042,6.453681894298971e-05,-0.0001047630452111666,0.00017958123857913827,1,18,
1,0,8,0.022857142857142857,-0.13478997969881143,-0.15222440019254813,0.0001519795089762174,-0.00014864913795063222,0.0002789087242371767,1,18,
1,0,9,0.025714285714285714,-0.14958546609037165,-0.17200256645695303,0.00025126319442279524,-0.00017501684649734673,0.0003617158246683075,1,18,
1,0,10,0.02857142857142857,-0.1613400281540856,-0.19210602832003804,0.00047327338310567465,-0.0002173932770652479,0.0004988224746453807,1,18,
1,0,11,0.03142857142857143,-0.17614509437860043,-0.2126109527370553,0.0006648794129092459,-0.0002298809690576054,0.0005914779546822366,1,18,
1,0,12,0.03428571428571429,-0.19313165428708842,-0.23361202719908905,0.0008193302955474227,-0.00022357512299027503,0.0006533686389204475,1,18,
1,0,13,0.037142857142857144,-0.20772386189808176,-0.2552286487923081,0.0011283523889325923,-0.00022447027589233247,0.0007578258392982291,1,18,
1,0,14,0.04,-0.22770390003753355,-0.27761377849310936,0.0012454979837255593,-0.00019529207762683813,0.0007798337953816717,1,18,
2,0,0,0.0,-0.030937673023731047,3.9535570065190616e-05,0.0004797937261317595,0.000412950641419123,-0.0004131590711583331,1,15,
2,0,1,0.002857142857142857,-0.044601840033781315,-0.01871571646567808,0.00033504569669149525,0.0003318619081123486,-0.0003568714823365693,1,19,
2,0,2,0.005714285714285714,-0.05575699872959258,-0.03749410931812979,0.00016676656482765114,0.00022450073924377235,-0.00025963365262742687,1,19,
2,0,3,0.008571428571428572,-0.06946871324949214,-0.056319579911198056,8.644985377413539e-05,0.0001543033590431381,-0.00019213573937744722,1,19,
2,0,4,0.011428571428571429,-0.07660993909248412,-0.07521766670158211,9.692112052328723e-07,1.5520439257191317e-05,-2.0844266384108676e-05,1,19,
2,0,5,0.014285714285714285,-0.09862959933751624,-0.09421647713356744,9.737823793506709e-06,4.64764675787303e-05,-6.749067747691469e-05,1,19,
2,0,6,0.017142857142857144,-0.11834591951019131,-0.11334774184516307,1.2490889985622814e-05,4.942136553936821e-05,-7.784500835766792e-05,1,19,
2,0,7,0.02,-0.1213483772150977,-0.13266431649752472,6.402524092176976e-05,-0.00010434108961063992,0.0001789513766213639,1,18,
2,0,8,0.022857142857142857,-0.13478997969881143,-0.15217895196599693,0.00015118817825447752,-0.00014825261437947595,0.0002783116655747438,1,18,
2,0,9,0.025714285714285714,-0.14958546609037165,-0.17195693737179632,0.00025024136364790796,-0.00017464899333419115,0.00036114862339399706,1,18,
2,0,10,0.02857142857142857,-0.1613400281540856,-0.19206038735368844,0.0004718702346762934,-0.0002170547133035909,0.0004983158791671976,1,18,
2,0,11,0.03142857142857143,-0.17614509437860043,-0.21256549734965924,0.0006632228762869544,-0.00022957509470998436,0.0005910170404568122,1,18,
